,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
437,Cédric Soares,pt POR,DFMF,Southampton,26,1991,16.6,,17,,,,,,,,,,,21,,,,Matches,839c14e1
438,Ramadan Sobhi,eg EGY,MF,Huddersfield,21,1997,0.9,,1,,,,,,,,,,,0,,,,Matches,98be0d02
439,Dominic Solanke,eng ENG,FW,Bournemouth,20,1997,3.9,,3,,,,,,,,,,,2,,,,Matches,e77dc3b2
440,Pape Souaré,sn SEN,DF,Crystal Palace,28,1990,0.0,,0,,,,,,,,,,,0,,,,Matches,46b5375e
441,Çağlar Söyüncü,tr TUR,DF,Leicester City,22,1996,4.1,,2,,,,,,,,,,,6,,,,Matches,21166ff4
442,Julián Speroni,ar ARG,GK,Crystal Palace,39,1979,1.0,,0,,,,,,,,,,,0,,,,Matches,8e65a5e5
443,Junior Stanislas,eng ENG,MFDF,Bournemouth,28,1989,11.5,,7,,,,,,,,,,,3,,,,Matches,6992791d
444,Dale Stephens,eng ENG,MF,Brighton,29,1989,27.6,,61,,,,,,,,,,,49,,,,Matches,653ee42d
445,Jack Stephens,eng ENG,DF,Southampton,24,1994,18.9,,14,,,,,,,,,,,34,,,,Matches,6adbc307
446,Raheem Sterling,eng ENG,FWMF,Manchester City,23,1994,30.8,,17,,,,,,,,,,,16,,,,Matches,b400bde0
447,John Stones,eng ENG,DF,Manchester City,24,1994,19.6,,12,,,,,,,,,,,15,,,,Matches,5eecec3d
448,Daniel Sturridge,eng ENG,FW,Liverpool,28,1989,5.7,,2,,,,,,,,,,,2,,,,Matches,1b7ec703
449,Denis Suárez,es ESP,MF,Arsenal,24,1994,0.8,,1,,,,,,,,,,,1,,,,Matches,12c50af5
450,Isaac Success,ng NGA,FWMF,Watford,22,1996,11.7,,13,,,,,,,,,,,2,,,,Matches,f573a8bf
451,Ki Sung-yueng,kr KOR,MF,Newcastle,29,1989,14.5,,12,,,,,,,,,,,20,,,,Matches,1d8c99b0
452,Andrew Surman,eng ENG,MF,Bournemouth,31,1986,16.0,,7,,,,,,,,,,,10,,,,Matches,7d41b619
453,Sam Surridge,eng ENG,FW,Bournemouth,20,1998,0.1,,0,,,,,,,,,,,0,,,,Matches,b017b770
454,Alexander Sørloth,no NOR,FW,Crystal Palace,22,1995,2.1,,1,,,,,,,,,,,0,,,,Matches,e92cd3f7
455,Matt Targett,eng ENG,MFDF,Southampton,22,1995,13.2,,20,,,,,,,,,,,26,,,,Matches,e514ab62
456,James Tarkowski,eng ENG,DF,Burnley,25,1992,34.3,,38,,,,,,,,,,,40,,,,Matches,15ea812b
457,Charlie Taylor,eng ENG,DF,Burnley,24,1993,36.0,,29,,,,,,,,,,,35,,,,Matches,cc2d7ad5
458,Youri Tielemans,be BEL,MF,Leicester City,21,1997,12.1,,10,,,,,,,,,,,4,,,,Matches,56f7a928
459,James Tomkins,eng ENG,DF,Crystal Palace,29,1989,28.4,,23,,,,,,,,,,,39,,,,Matches,e7ca0439
460,Lucas Torreira,uy URU,MF,Arsenal,22,1996,26.5,,39,,,,,,,,,,,41,,,,Matches,52611641
461,Cenk Tosun,tr TUR,FW,Everton,27,1991,11.8,,9,,,,,,,,,,,5,,,,Matches,9a104dee
462,Andros Townsend,eng ENG,FWMF,Crystal Palace,27,1991,33.4,,34,,,,,,,,,,,37,,,,Matches,b28bbd58
463,Adama Traoré,es ESP,MFFW,Wolves,22,1996,10.0,,14,,,,,,,,,,,6,,,,Matches,9a28eba4
464,Mark Travers,ie IRL,GK,Bournemouth,19,1999,2.0,,0,,,,,,,,,,,0,,,,Matches,fe558029
465,Kieran Trippier,eng ENG,DFMF,Tottenham,27,1990,25.3,,37,,,,,,,,,,,23,,,,Matches,21512407
466,Antonio Valencia,ec ECU,DFMF,Manchester Utd,32,1985,5.2,,6,,,,,,,,,,,5,,,,Matches,08aa17d0
467,Yan Valery,tn TUN,MFDF,Southampton,19,1999,19.0,,35,,,,,,,,,,,20,,,,Matches,531a4aa8
468,Virgil van Dijk,nl NED,DF,Liverpool,27,1991,37.6,,28,,,,,,,,,,,42,,,,Matches,e06683ca
469,Jamie Vardy,eng ENG,FW,Leicester City,31,1987,30.3,,11,,,,,,,,,,,5,,,,Matches,45963054
470,Jan Vertonghen,be BEL,DF,Tottenham,31,1987,21.2,,23,,,,,,,,,,,33,,,,Matches,ba23a904
471,Jannik Vestergaard,dk DEN,DF,Southampton,25,1992,22.5,,35,,,,,,,,,,,34,,,,Matches,1900032e
472,Luciano Vietto,ar ARG,FWMF,Fulham,24,1993,11.0,,13,,,,,,,,,,,6,,,,Matches,2513a588
473,Rúben Vinagre,pt POR,MF,Wolves,19,1999,7.9,,9,,,,,,,,,,,14,,,,Matches,b937e490
474,Sam Vokes,wls WAL,FW,Burnley,28,1989,10.2,,2,,,,,,,,,,,0,,,,Matches,1d6ac165
475,Michel Vorm,nl NED,GK,Tottenham,34,1983,2.0,,0,,,,,,,,,,,0,,,,Matches,1bebde9d
476,Matěj Vydra,cz CZE,MF,Burnley,26,1992,3.5,,2,,,,,,,,,,,1,,,,Matches,0d4ceb32
477,Theo Walcott,eng ENG,MF,Everton,29,1989,23.5,,18,,,,,,,,,,,23,,,,Matches,1ecb65be
478,Kyle Walker,eng ENG,DF,Manchester City,28,1990,30.9,,25,,,,,,,,,,,38,,,,Matches,86dd77d1
479,Kyle Walker-Peters,eng ENG,DFMF,Tottenham,21,1997,4.2,,4,,,,,,,,,,,5,,,,Matches,984a5a64
480,Aaron Wan-Bissaka,cd COD,DF,Crystal Palace,20,1997,34.8,,90,,,,,,,,,,,86,,,,Matches,9e525177
481,Victor Wanyama,ke KEN,MF,Tottenham,27,1991,5.7,,12,,,,,,,,,,,7,,,,Matches,e0900238
482,Danny Ward,eng ENG,FW,Cardiff City,26,1991,4.9,,1,,,,,,,,,,,1,,,,Matches,cfb29823
483,Joel Ward,eng ENG,DF,Crystal Palace,28,1989,6.1,,8,,,,,,,,,,,10,,,,Matches,8a7ff278
484,Stephen Ward,ie IRL,DF,Burnley,32,1985,2.5,,3,,,,,,,,,,,3,,,,Matches,3831b9fe
485,James Ward-Prowse,eng ENG,MF,Southampton,23,1994,21.6,,19,,,,,,,,,,,24,,,,Matches,3515d404
486,Danny Welbeck,eng ENG,MF,Arsenal,27,1990,1.7,,3,,,,,,,,,,,1,,,,Matches,ce5143da
487,Ashley Westwood,eng ENG,MF,Burnley,28,1990,31.4,,34,,,,,,,,,,,46,,,,Matches,495945ef
488,Connor Wickham,eng ENG,FWMF,Crystal Palace,25,1993,0.7,,0,,,,,,,,,,,0,,,,Matches,41cc19c2
489,Georginio Wijnaldum,nl NED,MF,Liverpool,27,1990,30.3,,28,,,,,,,,,,,24,,,,Matches,eb58eef0
490,Danny Williams,us USA,MF,Huddersfield,29,1989,1.1,,0,,,,,,,,,,,1,,,,Matches,ec9a28ce
491,Willian,br BRA,FW,Chelsea,29,1988,23.3,,20,,,,,,,,,,,14,,,,Matches,8b9ebd03
492,Joe Willock,eng ENG,MF,Arsenal,18,1999,0.7,,0,,,,,,,,,,,1,,,,Matches,a3b03921
493,Ben Wilmot,eng ENG,DF,Watford,18,1999,0.3,,0,,,,,,,,,,,0,,,,Matches,2876eaa3
494,Jack Wilshere,eng ENG,MF,West Ham,26,1992,4.4,,3,,,,,,,,,,,7,,,,Matches,9c318325
495,Callum Wilson,eng ENG,FW,Bournemouth,26,1992,28.1,,8,,,,,,,,,,,6,,,,Matches,c596fcb0
496,Harry Winks,eng ENG,MF,Tottenham,22,1996,17.7,,14,,,,,,,,,,,21,,,,Matches,2f7acede
497,Chris Wood,nz NZL,FW,Burnley,26,1991,28.8,,9,,,,,,,,,,,3,,,,Matches,4e9a0555
498,Granit Xhaka,ch SUI,MF,Arsenal,25,1992,27.8,,28,,,,,,,,,,,33,,,,Matches,e61b8aee
499,Andriy Yarmolenko,ua UKR,MFFW,West Ham,28,1989,5.1,,1,,,,,,,,,,,2,,,,Matches,849c826a
500,DeAndre Yedlin,us USA,DFMF,Newcastle,25,1993,27.5,,31,,,,,,,,,,,29,,,,Matches,ae0a7ddf
501,Maya Yoshida,jp JPN,DF,Southampton,29,1988,16.9,,12,,,,,,,,,,,44,,,,Matches,caffaf5a
502,Ashley Young,eng ENG,DF,Manchester Utd,33,1985,28.5,,33,,,,,,,,,,,53,,,,Matches,be927d03
503,Pablo Zabaleta,ar ARG,DF,West Ham,33,1985,23.2,,23,,,,,,,,,,,48,,,,Matches,6813ac34
504,Wilfried Zaha,ci CIV,FWMF,Crystal Palace,25,1992,33.7,,19,,,,,,,,,,,9,,,,Matches,b2bc3b1f
505,Davide Zappacosta,it ITA,DF,Chelsea,26,1992,1.4,,1,,,,,,,,,,,3,,,,Matches,7fe90ccd
506,Oleksandr Zinchenko,ua UKR,DF,Manchester City,21,1996,12.8,,20,,,,,,,,,,,22,,,,Matches,51cf8561
507,Kenneth Zohore,dk DEN,FW,Cardiff City,24,1994,8.4,,3,,,,,,,,,,,2,,,,Matches,5e508d0d
508,Kurt Zouma,fr FRA,DF,Everton,23,1994,29.0,,20,,,,,,,,,,,50,,,,Matches,ce4246f5
