,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
435,James Rowswell,eng ENG,DF,Tottenham,19,2006,0.0,,0,,,,,,,,,,,0,,,,Matches,419147f7
436,Georginio Rutter,fr FRA,MFFW,Brighton,23,2002,19.8,,19,,,,,,,,,,,11,,,,Matches,c64c01fc
437,José Sá,pt POR,GK,Wolves,32,1993,23.0,,0,,,,,,,,,,,0,,,,Matches,903b6e8b
438,Noah Sadiki,cd COD,MF,Sunderland,20,2004,32.1,,26,,,,,,,,,,,33,,,,Matches,645481cc
439,Bukayo Saka,eng ENG,FWMF,Arsenal,23,2001,24.7,,19,,,,,,,,,,,16,,,,Matches,bc7dc64d
440,Mohamed Salah,eg EGY,MF,Liverpool,33,1992,23.8,,12,,,,,,,,,,,3,,,,Matches,e342ad68
441,William Saliba,fr FRA,DF,Arsenal,24,2001,29.0,,23,,,,,,,,,,,15,,,,Matches,972aeb2a
442,Robert Sánchez,es ESP,GK,Chelsea,27,1997,33.8,,0,,,,,,,,,,,1,,,,Matches,6a713852
443,Jadon Sancho,eng ENG,MF,Aston Villa,25,2000,9.7,,2,,,,,,,,,,,2,,,,Matches,dbf053da
444,Ibrahim Sangaré,ci CIV,MF,Nottingham,27,1997,23.1,,32,,,,,,,,,,,22,,,,Matches,bced0375
445,Andrey Santos,br BRA,MF,Chelsea,21,2004,14.0,,21,,,,,,,,,,,18,,,,Matches,dd745366
446,Ismaila Sarr,sn SEN,MF,Crystal Palace,27,1998,24.2,,9,,,,,,,,,,,7,,,,Matches,bfdb33aa
447,Mamadou Sarr,sn SEN,DF,Chelsea,19,2005,1.1,,0,,,,,,,,,,,1,,,,Matches,61f80c89
448,Sávio,br BRA,MF,Manchester City,21,2004,9.3,,5,,,,,,,,,,,5,,,,Matches,fe6e7156
449,Nicolò Savona,it ITA,DF,Nottingham,22,2003,11.4,,12,,,,,,,,,,,5,,,,Matches,e041497d
450,Oliver Scarles,eng ENG,DFMF,West Ham,19,2005,7.3,,19,,,,,,,,,,,13,,,,Matches,242e5e6d
451,Dane Scarlett,eng ENG,FW,Tottenham,21,2004,0.1,,0,,,,,,,,,,,0,,,,Matches,21945a9e
452,Kevin Schade,de GER,MFFW,Brentford,23,2001,30.5,,27,,,,,,,,,,,19,,,,Matches,52afb588
453,Fabian Schär,ch SUI,DF,Newcastle,33,1991,12.1,,9,,,,,,,,,,,16,,,,Matches,c8aa95da
454,Alex Scott,eng ENG,MF,Bournemouth,21,2003,31.7,,38,,,,,,,,,,,35,,,,Matches,104d0bb8
455,Jenson Seelt,nl NED,DF,Sunderland,22,2003,1.5,,0,,,,,,,,,,,0,,,,Matches,ec75ee25
456,Matz Sels,be BEL,GK,Nottingham,33,1992,29.6,,1,,,,,,,,,,,0,,,,Matches,834b5c4c
457,Antoine Semenyo,gh GHA,MFFW,Manchester City,25,2000,15.5,,11,,,,,,,,,,,6,,,,Matches,efd2ec23
458,Antoine Semenyo,gh GHA,MF,Bournemouth,25,2000,20.0,,20,,,,,,,,,,,6,,,,Matches,efd2ec23
459,Marcos Senesi,ar ARG,DF,Bournemouth,28,1997,36.5,,34,,,,,,,,,,,50,,,,Matches,35141f4c
460,Benjamin Šeško,si SVN,FW,Manchester Utd,22,2003,18.3,,3,,,,,,,,,,,3,,,,Matches,3260690c
461,Ryan Sessegnon,eng ENG,DFMF,Fulham,25,2000,20.3,,29,,,,,,,,,,,23,,,,Matches,6aa3e78b
462,Luke Shaw,eng ENG,DF,Manchester Utd,30,1995,35.8,,45,,,,,,,,,,,43,,,,Matches,9c94165b
463,Bernardo Silva,pt POR,MF,Manchester City,30,1994,31.9,,28,,,,,,,,,,,21,,,,Matches,3eb22ec9
464,Jota Silva,pt POR,FW,Nottingham,25,1999,0.1,,1,,,,,,,,,,,0,,,,Matches,4d77e622
465,Xavi Simons,nl NED,MFFW,Tottenham,22,2003,19.5,,20,,,,,,,,,,,15,,,,Matches,da4d670f
466,Adam Smith,eng ENG,DF,Bournemouth,34,1991,12.0,,12,,,,,,,,,,,10,,,,Matches,20b104bc
467,Emile Smith Rowe,eng ENG,MF,Fulham,25,2000,21.4,,22,,,,,,,,,,,22,,,,Matches,17695062
468,Dominic Solanke,eng ENG,FW,Tottenham,27,1997,11.1,,16,,,,,,,,,,,3,,,,Matches,e77dc3b2
469,Julio Soler,ar ARG,DF,Bournemouth,20,2005,0.4,,0,,,,,,,,,,,0,,,,Matches,98c8559a
470,Oliver Sonne,pe PER,DF,Burnley,24,2000,1.9,,1,,,,,,,,,,,1,,,,Matches,b66b8d5e
471,Borna Sosa,hr CRO,DFMF,Crystal Palace,27,1998,1.1,,0,,,,,,,,,,,2,,,,Matches,af0d79a9
472,Tomáš Souček,cz CZE,MF,West Ham,30,1995,24.4,,23,,,,,,,,,,,16,,,,Matches,6613c819
473,Souza,br BRA,MF,Tottenham,19,2006,1.6,,0,,,,,,,,,,,2,,,,Matches,10b0c6f4
474,Djed Spence,eng ENG,DFMF,Tottenham,24,2000,22.8,,25,,,,,,,,,,,15,,,,Matches,9bc9a519
475,Anton Stach,de GER,MF,Leeds United,26,1998,26.3,,35,,,,,,,,,,,19,,,,Matches,0f59a7bf
476,John Stones,eng ENG,DF,Manchester City,31,1994,4.9,,1,,,,,,,,,,,3,,,,Matches,5eecec3d
477,Jørgen Strand Larsen,no NOR,FW,Wolves,25,2000,15.6,,2,,,,,,,,,,,3,,,,Matches,f553b2b3
478,Jørgen Strand Larsen,no NOR,FW,Crystal Palace,25,2000,10.0,,0,,,,,,,,,,,1,,,,Matches,f553b2b3
479,Pascal Struijk,nl NED,DF,Leeds United,25,1999,32.6,,22,,,,,,,,,,,32,,,,Matches,f4d296e4
480,Crysencio Summerville,nl NED,MFFW,West Ham,23,2001,27.4,,26,,,,,,,,,,,15,,,,Matches,df04eb4b
481,Dominik Szoboszlai,hu HUN,MFDF,Liverpool,24,2000,35.9,,32,,,,,,,,,,,29,,,,Matches,934e1968
482,Jocelin Ta Bi,ci CIV,MF,Sunderland,20,2005,0.4,,0,,,,,,,,,,,0,,,,Matches,1f019509
483,Chemsdine Talbi,ma MAR,MFFW,Sunderland,20,2005,17.3,,6,,,,,,,,,,,3,,,,Matches,47ce793b
484,Ao Tanaka,jp JPN,MF,Leeds United,26,1998,14.6,,15,,,,,,,,,,,21,,,,Matches,1d36d6b6
485,James Tarkowski,eng ENG,DF,Everton,32,1992,37.0,,30,,,,,,,,,,,29,,,,Matches,15ea812b
486,Marcus Tavernier,eng ENG,MF,Bournemouth,26,1999,30.3,,21,,,,,,,,,,,16,,,,Matches,5c0da4a4
487,Loum Tchaouna,fr FRA,MFFW,Burnley,21,2003,14.1,,9,,,,,,,,,,,2,,,,Matches,a3c8b4d3
488,Jackson Tchatchoua,cm CMR,MFDF,Wolves,23,2001,20.5,,15,,,,,,,,,,,14,,,,Matches,aeca7743
489,Mathys Tel,fr FRA,MFFW,Tottenham,20,2005,15.0,,12,,,,,,,,,,,5,,,,Matches,829aa60c
490,Kenny Tete,nl NED,DF,Fulham,29,1995,19.9,,38,,,,,,,,,,,26,,,,Matches,77d7c96f
491,Igor Thiago,br BRA,FW,Brentford,24,2001,36.5,,21,,,,,,,,,,,12,,,,Matches,dc45ac24
492,Malick Thiaw,de GER,DF,Newcastle,23,2001,32.9,,34,,,,,,,,,,,30,,,,Matches,ff5ea0bf
493,Youri Tielemans,be BEL,MF,Aston Villa,28,1997,20.7,,39,,,,,,,,,,,16,,,,Matches,56f7a928
494,Jurriën Timber,nl NED,DF,Arsenal,24,2001,27.3,,35,,,,,,,,,,,24,,,,Matches,41034650
495,Jean-Clair Todibo,fr FRA,DF,West Ham,25,1999,20.2,,24,,,,,,,,,,,16,,,,Matches,88f130ed
496,Sandro Tonali,it ITA,MF,Newcastle,25,2000,28.2,,25,,,,,,,,,,,28,,,,Matches,0db169ae
497,Pau Torres,es ESP,DF,Aston Villa,28,1997,18.6,,14,,,,,,,,,,,11,,,,Matches,532e1e4f
498,Alex Tóth,hu HUN,MF,Bournemouth,19,2005,1.6,,0,,,,,,,,,,,3,,,,Matches,5e18c6f4
499,James Trafford,eng ENG,GK,Manchester City,22,2002,4.0,,1,,,,,,,,,,,0,,,,Matches,259fea27
500,Adama Traoré,es ESP,MF,Fulham,29,1996,3.0,,1,,,,,,,,,,,0,,,,Matches,9a28eba4
501,Adama Traoré,es ESP,FWMF,West Ham,29,1996,1.3,,1,,,,,,,,,,,0,,,,Matches,9a28eba4
502,Bertrand Traoré,bf BFA,MFFW,Sunderland,29,1995,7.0,,4,,,,,,,,,,,2,,,,Matches,c47541e0
503,Mike Trésor,be BEL,FWMF,Burnley,26,1999,0.5,,1,,,,,,,,,,,0,,,,Matches,b2a81fc6
504,Kieran Trippier,eng ENG,DF,Newcastle,34,1990,17.6,,13,,,,,,,,,,,7,,,,Matches,21512407
505,Leandro Trossard,be BEL,FWMF,Arsenal,30,1994,22.2,,15,,,,,,,,,,,9,,,,Matches,38ceb24a
506,Adrien Truffert,fr FRA,DF,Bournemouth,23,2001,37.5,,51,,,,,,,,,,,43,,,,Matches,5d0e0a1f
507,Axel Tuanzebe,cd COD,DF,Burnley,27,1997,13.3,,8,,,,,,,,,,,12,,,,Matches,2baec6ce
508,Stefanos Tzimas,gr GRE,FW,Brighton,19,2006,1.5,,1,,,,,,,,,,,0,,,,Matches,a497130f
509,Christantus Uche,ng NGA,FW,Crystal Palace,22,2003,1.9,,1,,,,,,,,,,,0,,,,Matches,87941696
510,Destiny Udogie,it ITA,DFMF,Tottenham,22,2002,14.9,,20,,,,,,,,,,,7,,,,Matches,7cd520e8
511,Manuel Ugarte,uy URU,MF,Manchester Utd,24,2001,9.9,,30,,,,,,,,,,,20,,,,Matches,c9817014
512,Lesley Ugochukwu,fr FRA,MF,Burnley,21,2004,26.0,,26,,,,,,,,,,,17,,,,Matches,1df4a109
513,Enes Ünal,tr TUR,FW,Bournemouth,28,1997,2.6,,1,,,,,,,,,,,0,,,,Matches,f8eca1b6
514,Hákon Valdimarsson,is ISL,GK,Brentford,23,2001,1.0,,0,,,,,,,,,,,0,,,,Matches,57a34cf4
515,Virgil van Dijk,nl NED,DF,Liverpool,34,1991,38.0,,15,,,,,,,,,,,26,,,,Matches,e06683ca
516,Joël Veltman,nl NED,DF,Brighton,33,1992,11.8,,17,,,,,,,,,,,19,,,,Matches,dad4b285
517,Micky van de Ven,nl NED,DF,Tottenham,24,2001,33.8,,20,,,,,,,,,,,21,,,,Matches,8fe2a392
518,Bart Verbruggen,nl NED,GK,Brighton,22,2002,38.0,,1,,,,,,,,,,,0,,,,Matches,cf134113
519,Guglielmo Vicario,it ITA,GK,Tottenham,28,1996,31.0,,1,,,,,,,,,,,0,,,,Matches,77d6fd4d
520,Kyle Walker,eng ENG,DFMF,Burnley,35,1990,34.4,,32,,,,,,,,,,,43,,,,Matches,86dd77d1
521,Kyle Walker-Peters,eng ENG,DF,West Ham,28,1997,15.4,,30,,,,,,,,,,,9,,,,Matches,984a5a64
522,Aaron Wan-Bissaka,cd COD,DFMF,West Ham,27,1997,23.1,,24,,,,,,,,,,,41,,,,Matches,9e525177
523,James Ward-Prowse,eng ENG,MF,West Ham,30,1994,4.6,,2,,,,,,,,,,,6,,,,Matches,3515d404
524,James Ward-Prowse,eng ENG,MF,Burnley,30,1994,7.6,,4,,,,,,,,,,,15,,,,Matches,3515d404
525,Ollie Watkins,eng ENG,FW,Aston Villa,29,1995,31.5,,14,,,,,,,,,,,5,,,,Matches,aed3a70f
526,Tom Watson,eng ENG,MF,Brighton,19,2006,0.7,,1,,,,,,,,,,,0,,,,Matches,9886c32e
527,Max Weiß,de GER,GK,Burnley,21,2004,3.0,,0,,,,,,,,,,,0,,,,Matches,882228c2
528,Danny Welbeck,eng ENG,FW,Brighton,34,1990,25.1,,14,,,,,,,,,,,8,,,,Matches,ce5143da
529,Adam Wharton,eng ENG,MF,Crystal Palace,21,2004,28.4,,36,,,,,,,,,,,27,,,,Matches,4b542852
530,Ben White,eng ENG,DF,Arsenal,27,1997,7.8,,9,,,,,,,,,,,9,,,,Matches,35e413f1
531,Mats Wieffer,nl NED,DF,Brighton,25,1999,21.1,,43,,,,,,,,,,,24,,,,Matches,4876c9ab
532,Neco Williams,wls WAL,DF,Nottingham,24,2001,35.6,,61,,,,,,,,,,,46,,,,Matches,dd323728
533,Estêvão Willian,br BRA,MF,Chelsea,18,2007,9.4,,6,,,,,,,,,,,4,,,,Matches,2eda11b1
534,Joe Willock,eng ENG,MF,Newcastle,25,1999,10.9,,15,,,,,,,,,,,7,,,,Matches,a3b03921
535,Callum Wilson,eng ENG,FW,West Ham,33,1992,13.9,,2,,,,,,,,,,,3,,,,Matches,c596fcb0
536,Harry Wilson,wls WAL,MF,Fulham,28,1997,29.7,,19,,,,,,,,,,,16,,,,Matches,c6dc9ecd
537,Ben Winterburn,eng ENG,MF,Bournemouth,20,2004,0.1,,0,,,,,,,,,,,0,,,,Matches,ba31eee2
538,Florian Wirtz,de GER,MF,Liverpool,22,2003,26.4,,26,,,,,,,,,,,12,,,,Matches,e7fcf289
539,Yoane Wissa,cd COD,FW,Newcastle,28,1996,5.9,,5,,,,,,,,,,,0,,,,Matches,2500cef9
540,Nick Woltemade,de GER,FWMF,Newcastle,23,2002,21.1,,13,,,,,,,,,,,5,,,,Matches,7ca196eb
541,Chris Wood,nz NZL,FW,Nottingham,33,1991,10.0,,1,,,,,,,,,,,1,,,,Matches,4e9a0555
542,Freddie Woodman,eng ENG,GK,Liverpool,28,1997,2.4,,0,,,,,,,,,,,0,,,,Matches,19e50035
543,Joe Worrall,eng ENG,DF,Burnley,28,1997,5.6,,2,,,,,,,,,,,6,,,,Matches,a5212312
544,Granit Xhaka,ch SUI,MF,Sunderland,32,1992,32.3,,33,,,,,,,,,,,29,,,,Matches,e61b8aee
545,Yehor Yarmoliuk,ua UKR,MF,Brentford,21,2004,29.5,,46,,,,,,,,,,,28,,,,Matches,907a5d7c
546,Ryan Yates,eng ENG,MF,Nottingham,27,1997,6.9,,10,,,,,,,,,,,9,,,,Matches,c1fe2a48
547,Leny Yoro,fr FRA,DF,Manchester Utd,19,2005,19.3,,20,,,,,,,,,,,31,,,,Matches,6763f716
548,Oleksandr Zinchenko,ua UKR,DF,Nottingham,28,1996,3.9,,6,,,,,,,,,,,2,,,,Matches,51cf8561
549,Joshua Zirkzee,nl NED,FWMF,Manchester Utd,24,2001,7.0,,6,,,,,,,,,,,1,,,,Matches,028e70b9
550,Martín Zubimendi,es ESP,MF,Arsenal,26,1999,33.2,,39,,,,,,,,,,,39,,,,Matches,3ee0dd59
551,Martin Ødegaard,no NOR,MF,Arsenal,26,1998,15.2,,9,,,,,,,,,,,7,,,,Matches,79300479
