,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
436,Xherdan Shaqiri,ch SUI,MFFW,Liverpool,28,1991,6.2,,4,,,,,,,,,,,2,,,,Matches,6421ec64
437,Billy Sharp,eng ENG,FW,Sheffield United,34,1986,8.2,,1,,,,,,,,,,,0,,,,Matches,e8c9f4e9
438,Luke Shaw,eng ENG,DF,Manchester Utd,25,1995,29.5,,28,,,,,,,,,,,21,,,,Matches,9c94165b
439,Jonjo Shelvey,eng ENG,MF,Newcastle,28,1992,29.1,,17,,,,,,,,,,,39,,,,Matches,3727dd3c
440,Shola Shoretire,eng ENG,FWMF,Manchester Utd,16,2004,0.1,,0,,,,,,,,,,,0,,,,Matches,00f0482f
441,Gylfi Sigurðsson,is ISL,MFFW,Everton,30,1989,25.0,,21,,,,,,,,,,,34,,,,Matches,76dd1480
442,Bernardo Silva,pt POR,MFFW,Manchester City,25,1994,22.9,,15,,,,,,,,,,,16,,,,Matches,3eb22ec9
443,Fábio Silva,pt POR,FW,Wolves,18,2002,15.2,,4,,,,,,,,,,,3,,,,Matches,e7aa9d7c
444,Thiago Silva,br BRA,DF,Chelsea,35,1984,21.5,,12,,,,,,,,,,,33,,,,Matches,86e7deaf
445,Moussa Sissoko,fr FRA,MF,Tottenham,30,1989,17.6,,16,,,,,,,,,,,24,,,,Matches,2acd49b9
446,Islam Slimani,dz ALG,FW,Leicester City,32,1988,0.2,,0,,,,,,,,,,,0,,,,Matches,ffec9769
447,William Smallbone,ie IRL,MF,Southampton,20,2000,1.9,,3,,,,,,,,,,,2,,,,Matches,5e105217
448,Emile Smith Rowe,eng ENG,MF,Arsenal,20,2000,16.0,,7,,,,,,,,,,,9,,,,Matches,17695062
449,Robert Snodgrass,sct SCO,MF,West Brom,32,1987,5.8,,12,,,,,,,,,,,2,,,,Matches,9f4647e9
450,Robert Snodgrass,sct SCO,FWMF,West Ham,32,1987,0.1,,0,,,,,,,,,,,0,,,,Matches,9f4647e9
451,Cédric Soares,pt POR,DF,Arsenal,28,1991,8.3,,8,,,,,,,,,,,9,,,,Matches,839c14e1
452,Tomáš Souček,cz CZE,MF,West Ham,25,1995,38.0,,43,,,,,,,,,,,58,,,,Matches,6613c819
453,Çağlar Söyüncü,tr TUR,DF,Leicester City,24,1996,20.2,,17,,,,,,,,,,,24,,,,Matches,21166ff4
454,Zack Steffen,us USA,GK,Manchester City,25,1995,1.0,,0,,,,,,,,,,,0,,,,Matches,42130443
455,Dale Stephens,eng ENG,MF,Burnley,31,1989,2.9,,5,,,,,,,,,,,8,,,,Matches,653ee42d
456,Jack Stephens,eng ENG,DF,Southampton,26,1994,17.1,,21,,,,,,,,,,,27,,,,Matches,6adbc307
457,Raheem Sterling,eng ENG,FWMF,Manchester City,25,1994,28.2,,12,,,,,,,,,,,14,,,,Matches,b400bde0
458,Enda Stevens,ie IRL,MFDF,Sheffield United,30,1990,30.0,,26,,,,,,,,,,,22,,,,Matches,17d4507a
459,John Stones,eng ENG,DF,Manchester City,26,1994,21.5,,12,,,,,,,,,,,17,,,,Matches,5eecec3d
460,Pascal Struijk,nl NED,DFMF,Leeds United,20,1999,23.1,,33,,,,,,,,,,,46,,,,Matches,f4d296e4
461,Japhet Tanganga,eng ENG,DF,Tottenham,21,1999,5.4,,3,,,,,,,,,,,3,,,,Matches,e9971f2d
462,Matt Targett,eng ENG,DF,Aston Villa,24,1995,37.8,,44,,,,,,,,,,,54,,,,Matches,e514ab62
463,James Tarkowski,eng ENG,DF,Burnley,27,1992,36.0,,40,,,,,,,,,,,48,,,,Matches,15ea812b
464,Percy Tau,za RSA,MF,Brighton,26,1994,1.1,,1,,,,,,,,,,,1,,,,Matches,4d0eb7d2
465,Sidnei Tavares,,MF,Leicester City,18,2001,0.9,,1,,,,,,,,,,,0,,,,Matches,3add8ed8
466,Charlie Taylor,eng ENG,DF,Burnley,26,1993,27.0,,30,,,,,,,,,,,28,,,,Matches,cc2d7ad5
467,Neil Taylor,wls WAL,DFMF,Aston Villa,31,1989,0.2,,1,,,,,,,,,,,0,,,,Matches,c2f9d19f
468,Allan Tchaptchet,fr FRA,DF,Southampton,18,2001,0.1,,0,,,,,,,,,,,0,,,,Matches,ab7d7882
469,Nathan Tella,ng NGA,FWMF,Southampton,21,1999,8.3,,5,,,,,,,,,,,3,,,,Matches,f1e94cd6
470,Alex Telles,br BRA,DF,Manchester Utd,27,1992,7.7,,8,,,,,,,,,,,16,,,,Matches,e73c9bb2
471,Kenny Tete,nl NED,DFMF,Fulham,24,1995,16.5,,31,,,,,,,,,,,30,,,,Matches,77d7c96f
472,Luke Thomas,eng ENG,MFDF,Leicester City,19,2001,10.8,,15,,,,,,,,,,,14,,,,Matches,fc027d02
473,Youri Tielemans,be BEL,MF,Leicester City,23,1997,37.3,,44,,,,,,,,,,,49,,,,Matches,56f7a928
474,Kieran Tierney,sct SCO,DF,Arsenal,23,1997,25.5,,15,,,,,,,,,,,16,,,,Matches,fce2302c
475,James Tomkins,eng ENG,DF,Crystal Palace,31,1989,6.1,,2,,,,,,,,,,,4,,,,Matches,e7ca0439
476,Fikayo Tomori,eng ENG,DF,Chelsea,22,1997,0.5,,1,,,,,,,,,,,2,,,,Matches,7edfbb8a
477,Ferran Torres,es ESP,FWMF,Manchester City,20,2000,14.5,,5,,,,,,,,,,,4,,,,Matches,9e1035f8
478,Cenk Tosun,tr TUR,FWMF,Everton,29,1991,0.5,,0,,,,,,,,,,,0,,,,Matches,9a104dee
479,Andros Townsend,eng ENG,MFFW,Crystal Palace,29,1991,25.1,,42,,,,,,,,,,,40,,,,Matches,b28bbd58
480,Conor Townsend,eng ENG,DF,West Brom,27,1993,24.8,,28,,,,,,,,,,,34,,,,Matches,4dc4f138
481,Adama Traoré,es ESP,FWMF,Wolves,24,1996,29.4,,16,,,,,,,,,,,7,,,,Matches,9a28eba4
482,Bertrand Traoré,bf BFA,MFFW,Aston Villa,24,1995,25.7,,10,,,,,,,,,,,16,,,,Matches,c47541e0
483,Trézéguet,eg EGY,MFFW,Aston Villa,25,1994,13.0,,18,,,,,,,,,,,19,,,,Matches,3ae14ed1
484,Leandro Trossard,be BEL,MFFW,Brighton,25,1994,29.0,,14,,,,,,,,,,,26,,,,Matches,38ceb24a
485,Kostas Tsimikas,gr GRE,DF,Liverpool,24,1996,0.1,,0,,,,,,,,,,,0,,,,Matches,f315ca93
486,Axel Tuanzebe,cd COD,DF,Manchester Utd,22,1997,4.5,,8,,,,,,,,,,,3,,,,Matches,2baec6ce
487,Cengiz Ünder,tr TUR,MF,Leicester City,23,1997,3.1,,1,,,,,,,,,,,2,,,,Matches,1880614f
488,Yan Valery,tn TUN,DF,Southampton,21,1999,1.1,,3,,,,,,,,,,,2,,,,Matches,531a4aa8
489,Virgil van Dijk,nl NED,DF,Liverpool,29,1991,4.1,,3,,,,,,,,,,,6,,,,Matches,e06683ca
490,Jamie Vardy,eng ENG,FW,Leicester City,33,1987,31.6,,12,,,,,,,,,,,4,,,,Matches,45963054
491,Joël Veltman,nl NED,DFMF,Brighton,28,1992,25.3,,36,,,,,,,,,,,32,,,,Matches,dad4b285
492,Jannik Vestergaard,dk DEN,DF,Southampton,27,1992,28.6,,31,,,,,,,,,,,42,,,,Matches,1900032e
493,Rúben Vinagre,pt POR,MF,Wolves,21,1999,1.9,,5,,,,,,,,,,,2,,,,Matches,b937e490
494,Carlos Vinícius,br BRA,FW,Tottenham,25,1995,3.4,,1,,,,,,,,,,,1,,,,Matches,8b529245
495,João Virgínia,pt POR,GK,Everton,20,1999,0.5,,0,,,,,,,,,,,0,,,,Matches,728e9b2e
496,Vitinha,pt POR,MF,Wolves,20,2000,5.8,,4,,,,,,,,,,,3,,,,Matches,3b029691
497,Jake Vokins,eng ENG,DF,Southampton,20,2000,0.7,,0,,,,,,,,,,,0,,,,Matches,d484c261
498,Matěj Vydra,cz CZE,FW,Burnley,28,1992,15.2,,6,,,,,,,,,,,4,,,,Matches,0d4ceb32
499,Theo Walcott,eng ENG,FWMF,Everton,31,1989,0.1,,0,,,,,,,,,,,0,,,,Matches,1ecb65be
500,Theo Walcott,eng ENG,MFFW,Southampton,31,1989,18.0,,12,,,,,,,,,,,13,,,,Matches,1ecb65be
501,Kyle Walker,eng ENG,DF,Manchester City,30,1990,21.6,,19,,,,,,,,,,,15,,,,Matches,86dd77d1
502,Kyle Walker-Peters,eng ENG,DF,Southampton,23,1997,29.4,,54,,,,,,,,,,,37,,,,Matches,984a5a64
503,Aaron Wan-Bissaka,cd COD,DF,Manchester Utd,22,1997,34.0,,52,,,,,,,,,,,61,,,,Matches,9e525177
504,Joel Ward,eng ENG,DF,Crystal Palace,30,1989,25.1,,26,,,,,,,,,,,43,,,,Matches,8a7ff278
505,James Ward-Prowse,eng ENG,MF,Southampton,25,1994,38.0,,47,,,,,,,,,,,45,,,,Matches,3515d404
506,Ollie Watkins,eng ENG,FW,Aston Villa,24,1995,37.0,,18,,,,,,,,,,,7,,,,Matches,aed3a70f
507,Caleb Watts,au AUS,MF,Southampton,18,2002,0.4,,1,,,,,,,,,,,0,,,,Matches,c7170b46
508,Adam Webster,eng ENG,DF,Brighton,25,1995,28.8,,17,,,,,,,,,,,49,,,,Matches,c40b6180
509,Danny Welbeck,eng ENG,FW,Brighton,29,1990,17.2,,7,,,,,,,,,,,6,,,,Matches,ce5143da
510,Timo Werner,de GER,FWMF,Chelsea,24,1996,28.9,,9,,,,,,,,,,,6,,,,Matches,49fe9070
511,Ashley Westwood,eng ENG,MF,Burnley,30,1990,37.9,,13,,,,,,,,,,,45,,,,Matches,495945ef
512,Ben White,eng ENG,DFMF,Brighton,22,1997,35.5,,25,,,,,,,,,,,62,,,,Matches,35e413f1
513,Georginio Wijnaldum,nl NED,MF,Liverpool,29,1990,32.7,,8,,,,,,,,,,,25,,,,Matches,eb58eef0
514,Brandon Williams,eng ENG,DF,Manchester Utd,19,2000,2.1,,0,,,,,,,,,,,1,,,,Matches,5e74d6c8
515,Neco Williams,wls WAL,DF,Liverpool,19,2001,2.8,,5,,,,,,,,,,,6,,,,Matches,dd323728
516,Rhys Williams,eng ENG,DF,Liverpool,19,2001,7.3,,5,,,,,,,,,,,5,,,,Matches,012c975a
517,Willian,br BRA,MFFW,Arsenal,31,1988,15.6,,7,,,,,,,,,,,9,,,,Matches,8b9ebd03
518,Joe Willock,eng ENG,MF,Arsenal,20,1999,2.6,,4,,,,,,,,,,,3,,,,Matches,a3b03921
519,Joe Willock,eng ENG,MF,Newcastle,20,1999,10.9,,12,,,,,,,,,,,18,,,,Matches,a3b03921
520,Callum Wilson,eng ENG,FW,Newcastle,28,1992,23.2,,8,,,,,,,,,,,6,,,,Matches,c596fcb0
521,Harry Winks,eng ENG,MF,Tottenham,24,1996,9.6,,11,,,,,,,,,,,12,,,,Matches,2f7acede
522,Chris Wood,nz NZL,FW,Burnley,28,1991,30.5,,7,,,,,,,,,,,2,,,,Matches,4e9a0555
523,Granit Xhaka,ch SUI,MFDF,Arsenal,27,1992,28.0,,30,,,,,,,,,,,22,,,,Matches,e61b8aee
524,Andriy Yarmolenko,ua UKR,MF,West Ham,30,1989,4.2,,3,,,,,,,,,,,1,,,,Matches,849c826a
525,DeAndre Yedlin,us USA,DF,Newcastle,27,1993,4.8,,6,,,,,,,,,,,7,,,,Matches,ae0a7ddf
526,Okay Yokuşlu,tr TUR,MF,West Brom,26,1994,14.6,,27,,,,,,,,,,,32,,,,Matches,e49ce451
527,Wilfried Zaha,ci CIV,FW,Crystal Palace,27,1992,29.0,,19,,,,,,,,,,,11,,,,Matches,b2bc3b1f
528,Andi Zeqiri,ch SUI,FW,Brighton,21,1999,1.9,,2,,,,,,,,,,,0,,,,Matches,d01231f0
529,Oleksandr Zinchenko,ua UKR,DF,Manchester City,23,1996,16.4,,15,,,,,,,,,,,27,,,,Matches,51cf8561
530,Hakim Ziyech,ma MAR,FWMF,Chelsea,27,1993,13.0,,8,,,,,,,,,,,7,,,,Matches,6622454d
531,Kurt Zouma,fr FRA,DF,Chelsea,25,1994,22.5,,9,,,,,,,,,,,25,,,,Matches,ce4246f5
532,Martin Ødegaard,no NOR,MF,Arsenal,21,1998,9.6,,3,,,,,,,,,,,2,,,,Matches,79300479
