,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
217,Lewis Hall,eng ENG,MFDF,Chelsea,17,2004,7.3,,13,,,,,,,,,,,8,,,,Matches,da011f18
218,Luke Harris,wls WAL,MF,Fulham,17,2005,0.1,,0,,,,,,,,,,,0,,,,Matches,8c3078cd
219,Jack Harrison,eng ENG,MF,Leeds United,25,1996,30.1,,15,,,,,,,,,,,22,,,,Matches,aa849a12
220,Kai Havertz,de GER,FWMF,Chelsea,23,1999,28.5,,14,,,,,,,,,,,7,,,,Matches,fed7cb61
221,Jan Paul van Hecke,nl NED,DF,Brighton,22,2000,3.3,,6,,,,,,,,,,,6,,,,Matches,4fd08daa
222,Hwang Hee-chan,kr KOR,FWMF,Wolves,26,1996,12.6,,9,,,,,,,,,,,3,,,,Matches,169fd162
223,Dean Henderson,eng ENG,GK,Nottingham,25,1997,18.0,,0,,,,,,,,,,,0,,,,Matches,e5a76dfe
224,Jordan Henderson,eng ENG,MF,Liverpool,32,1990,23.0,,23,,,,,,,,,,,21,,,,Matches,935e6b8f
225,Wayne Hennessey,wls WAL,GK,Nottingham,35,1987,3.0,,0,,,,,,,,,,,0,,,,Matches,76eca7e2
226,Rico Henry,jm JAM,DFMF,Brentford,25,1997,36.0,,30,,,,,,,,,,,31,,,,Matches,8a3c1dc7
227,Son Heung-min,kr KOR,MFFW,Tottenham,30,1992,32.1,,12,,,,,,,,,,,13,,,,Matches,92e7e919
228,Aaron Hickey,sct SCO,DF,Brentford,20,2002,21.3,,25,,,,,,,,,,,17,,,,Matches,1780bb4a
229,Jack Hinshelwood,eng ENG,DFMF,Brighton,17,2005,0.0,,0,,,,,,,,,,,0,,,,Matches,e98211e7
230,Joe Hodge,ie IRL,MF,Wolves,19,2002,1.9,,2,,,,,,,,,,,0,,,,Matches,bd8a5d95
231,Rob Holding,eng ENG,DF,Arsenal,26,1995,6.3,,5,,,,,,,,,,,3,,,,Matches,d79a8c87
232,Mason Holgate,jm JAM,DF,Everton,25,1996,5.6,,7,,,,,,,,,,,7,,,,Matches,d0042ab9
233,Will Hughes,eng ENG,MF,Crystal Palace,27,1995,9.4,,16,,,,,,,,,,,16,,,,Matches,a0666d3e
234,Omari Hutchinson,eng ENG,MF,Chelsea,18,2003,0.3,,0,,,,,,,,,,,1,,,,Matches,bd9553e6
235,Pierre Højbjerg,dk DEN,MF,Tottenham,26,1995,34.8,,31,,,,,,,,,,,47,,,,Matches,8b04d6c1
236,Kelechi Iheanacho,ng NGA,FW,Leicester City,25,1996,12.5,,2,,,,,,,,,,,0,,,,Matches,c92e1a31
237,Danny Ings,eng ENG,FW,Aston Villa,30,1992,9.2,,5,,,,,,,,,,,1,,,,Matches,07802f7f
238,Danny Ings,eng ENG,FW,West Ham,30,1992,8.6,,8,,,,,,,,,,,3,,,,Matches,07802f7f
239,Alexander Isak,se SWE,FW,Newcastle,22,1999,16.9,,8,,,,,,,,,,,4,,,,Matches,8e92be30
240,Daniel Iversen,dk DEN,GK,Leicester City,25,1997,12.0,,0,,,,,,,,,,,0,,,,Matches,10d221cd
241,Alex Iwobi,ng NGA,MF,Everton,26,1996,37.5,,37,,,,,,,,,,,27,,,,Matches,6ca5ec4b
242,Daniel James,wls WAL,MFFW,Fulham,24,1997,6.9,,5,,,,,,,,,,,1,,,,Matches,c931d9f9
243,Daniel James,wls WAL,MF,Leeds United,24,1997,2.2,,2,,,,,,,,,,,2,,,,Matches,c931d9f9
244,Reece James,eng ENG,DFMF,Chelsea,22,1999,13.8,,20,,,,,,,,,,,13,,,,Matches,1265a93a
245,Vitaly Janelt,de GER,MF,Brentford,24,1998,24.5,,26,,,,,,,,,,,28,,,,Matches,8449d35e
246,Pontus Jansson,se SWE,DF,Brentford,31,1991,8.0,,3,,,,,,,,,,,9,,,,Matches,172e52d8
247,Mathias Jensen,dk DEN,MF,Brentford,26,1996,31.1,,35,,,,,,,,,,,31,,,,Matches,0f134faf
248,Gabriel Jesus,br BRA,FW,Arsenal,25,1997,22.9,,24,,,,,,,,,,,11,,,,Matches,b66315ae
249,Raúl Jiménez,mx MEX,FW,Wolves,31,1991,9.4,,4,,,,,,,,,,,0,,,,Matches,b561db50
250,Joelinton,br BRA,MFFW,Newcastle,25,1996,29.6,,49,,,,,,,,,,,46,,,,Matches,c17bfb65
251,Ben Johnson,eng ENG,DFMF,West Ham,22,2000,9.6,,15,,,,,,,,,,,8,,,,Matches,9319781b
252,Brennan Johnson,wls WAL,FWMF,Nottingham,21,2001,32.6,,18,,,,,,,,,,,4,,,,Matches,0cd31129
253,Sam Johnstone,eng ENG,GK,Crystal Palace,29,1993,9.0,,0,,,,,,,,,,,0,,,,Matches,9e5708be
254,Curtis Jones,eng ENG,MF,Liverpool,21,2001,11.5,,17,,,,,,,,,,,3,,,,Matches,4fb9c88f
255,Jorginho,it ITA,MF,Chelsea,30,1991,14.2,,23,,,,,,,,,,,19,,,,Matches,45db685d
256,Jorginho,it ITA,MF,Arsenal,30,1991,9.5,,12,,,,,,,,,,,7,,,,Matches,45db685d
257,Mateo Joseph,es ESP,FW,Leeds United,18,2003,0.3,,0,,,,,,,,,,,0,,,,Matches,6ad43f9a
258,Diogo Jota,pt POR,FWMF,Liverpool,25,1996,12.6,,14,,,,,,,,,,,3,,,,Matches,178ae8f8
259,Hamed Junior Traorè,ci CIV,MF,Bournemouth,22,2000,4.7,,12,,,,,,,,,,,3,,,,Matches,570bb4b9
260,James Justin,eng ENG,DFMF,Leicester City,24,1998,13.9,,18,,,,,,,,,,,14,,,,Matches,fb614c44
261,Mathias Jørgensen,dk DEN,DF,Brentford,32,1990,12.3,,7,,,,,,,,,,,16,,,,Matches,0db5d2c8
262,Saša Kalajdžić,at AUT,FW,Wolves,25,1997,0.5,,0,,,,,,,,,,,1,,,,Matches,15f24fe7
263,Boubacar Kamara,fr FRA,MF,Aston Villa,22,1999,19.7,,27,,,,,,,,,,,19,,,,Matches,cc77354e
264,Harry Kane,eng ENG,FW,Tottenham,29,1993,37.8,,12,,,,,,,,,,,2,,,,Matches,21a66f6a
265,N'Golo Kanté,fr FRA,MF,Chelsea,31,1991,5.8,,10,,,,,,,,,,,6,,,,Matches,b9fbae28
266,Michael Keane,eng ENG,DF,Everton,29,1993,10.9,,4,,,,,,,,,,,14,,,,Matches,c5b7c315
267,Neeskens Kebano,cd COD,MF,Fulham,30,1992,8.5,,9,,,,,,,,,,,1,,,,Matches,18b999f4
268,Thilo Kehrer,de GER,DF,West Ham,25,1996,24.8,,21,,,,,,,,,,,35,,,,Matches,51dbeea9
269,Naby Keïta,gn GUI,MF,Liverpool,27,1995,3.3,,4,,,,,,,,,,,2,,,,Matches,f25c8e3a
270,Caoimhín Kelleher,ie IRL,GK,Liverpool,23,1998,1.0,,0,,,,,,,,,,,0,,,,Matches,62d7ef38
271,Lloyd Kelly,eng ENG,DF,Bournemouth,23,1998,22.7,,19,,,,,,,,,,,25,,,,Matches,f31def1e
272,Max Kilman,eng ENG,DF,Wolves,25,1997,36.7,,21,,,,,,,,,,,18,,,,Matches,d0f72bf1
273,Jakub Kiwior,pl POL,DF,Arsenal,22,2000,4.7,,6,,,,,,,,,,,6,,,,Matches,dc3e663e
274,Mateusz Klich,pl POL,MF,Leeds United,32,1990,3.1,,8,,,,,,,,,,,0,,,,Matches,282679b4
275,Robin Koch,de GER,DF,Leeds United,26,1996,35.3,,30,,,,,,,,,,,42,,,,Matches,ea6bc03a
276,Ibrahima Konaté,fr FRA,DF,Liverpool,23,1999,17.2,,26,,,,,,,,,,,26,,,,Matches,5ed9b537
277,Ezri Konsa,eng ENG,DF,Aston Villa,24,1997,36.9,,20,,,,,,,,,,,27,,,,Matches,0313a347
278,Kalidou Koulibaly,sn SEN,DF,Chelsea,31,1991,20.0,,30,,,,,,,,,,,28,,,,Matches,da974c7b
279,Cheikhou Kouyaté,sn SEN,MFDF,Nottingham,32,1989,9.8,,22,,,,,,,,,,,10,,,,Matches,8d3c902d
280,Mateo Kovačić,hr CRO,MF,Chelsea,28,1994,19.0,,23,,,,,,,,,,,16,,,,Matches,79c0821a
281,Emil Krafth,se SWE,DF,Newcastle,27,1994,0.0,,0,,,,,,,,,,,0,,,,Matches,77cf6852
282,Rasmus Kristensen,dk DEN,DF,Leeds United,25,1997,21.8,,34,,,,,,,,,,,32,,,,Matches,39769cff
283,Dejan Kulusevski,se SWE,MFFW,Tottenham,22,2000,23.0,,16,,,,,,,,,,,12,,,,Matches,df3cda47
284,Layvin Kurzawa,fr FRA,DF,Fulham,29,1992,1.5,,2,,,,,,,,,,,2,,,,Matches,41e7ef1c
285,Adam Lallana,eng ENG,MF,Brighton,34,1988,8.0,,6,,,,,,,,,,,2,,,,Matches,99813635
286,Tariq Lamptey,gh GHA,DFMF,Brighton,21,2000,5.0,,5,,,,,,,,,,,7,,,,Matches,f4e433d4
287,Manuel Lanzini,ar ARG,MF,West Ham,29,1993,2.8,,2,,,,,,,,,,,2,,,,Matches,26f6dca8
288,Aymeric Laporte,es ESP,DFMF,Manchester City,28,1994,11.0,,6,,,,,,,,,,,3,,,,Matches,119b9a8e
289,Juan Larios,es ESP,DF,Southampton,18,2004,1.7,,6,,,,,,,,,,,2,,,,Matches,cf7fb13a
290,Jamaal Lascelles,eng ENG,DF,Newcastle,28,1993,2.4,,0,,,,,,,,,,,0,,,,Matches,450ab6fc
291,Roméo Lavia,be BEL,MF,Southampton,18,2004,24.7,,35,,,,,,,,,,,33,,,,Matches,ecad9aa5
292,Dexter Lembikisa,jm JAM,DFMF,Wolves,18,2003,0.3,,0,,,,,,,,,,,0,,,,Matches,0bdda685
293,Mario Lemina,ga GAB,MF,Wolves,28,1993,14.4,,25,,,,,,,,,,,13,,,,Matches,2b471f99
294,Clément Lenglet,fr FRA,DF,Tottenham,27,1995,22.4,,24,,,,,,,,,,,20,,,,Matches,4f28a6ff
295,Bernd Leno,de GER,GK,Fulham,30,1992,36.0,,0,,,,,,,,,,,0,,,,Matches,2628fd2b
296,Jefferson Lerma,co COL,MF,Bournemouth,27,1994,36.1,,30,,,,,,,,,,,45,,,,Matches,9b5ce51a
297,Jamal Lewis,nir NIR,DFMF,Newcastle,24,1998,0.1,,0,,,,,,,,,,,0,,,,Matches,efb9215a
298,Rico Lewis,eng ENG,DFMF,Manchester City,17,2004,10.0,,10,,,,,,,,,,,4,,,,Matches,b57e066e
299,Keane Lewis-Potter,eng ENG,FW,Brentford,21,2001,3.6,,0,,,,,,,,,,,1,,,,Matches,41f08ac8
300,Victor Lindelöf,se SWE,DF,Manchester Utd,28,1994,15.2,,17,,,,,,,,,,,19,,,,Matches,f5deef4c
301,Jesse Lingard,eng ENG,MFFW,Nottingham,29,1992,10.3,,5,,,,,,,,,,,4,,,,Matches,810e3c74
302,Tino Livramento,eng ENG,DFMF,Southampton,19,2002,0.3,,1,,,,,,,,,,,2,,,,Matches,afed6722
303,Diego Llorente,es ESP,DF,Leeds United,28,1993,7.2,,10,,,,,,,,,,,16,,,,Matches,bba30585
304,Hugo Lloris,fr FRA,GK,Tottenham,35,1986,24.5,,1,,,,,,,,,,,0,,,,Matches,8f62b6ee
305,Renan Lodi,br BRA,DFMF,Nottingham,24,1998,24.6,,41,,,,,,,,,,,33,,,,Matches,ed9f7cfe
306,Ruben Loftus-Cheek,eng ENG,MF,Chelsea,26,1996,17.1,,15,,,,,,,,,,,13,,,,Matches,e97fd090
307,Sean Longstaff,eng ENG,MF,Newcastle,24,1997,28.0,,24,,,,,,,,,,,16,,,,Matches,a2b105e0
308,Jamal Lowe,jm JAM,FWMF,Bournemouth,28,1994,0.1,,0,,,,,,,,,,,0,,,,Matches,b2856bc0
309,Douglas Luiz,br BRA,MF,Aston Villa,24,1998,32.5,,40,,,,,,,,,,,42,,,,Matches,6f7d826d
310,Saša Lukić,rs SRB,MF,Fulham,25,1996,4.6,,3,,,,,,,,,,,5,,,,Matches,c6e8cf1f
311,Lyanco,br BRA,DF,Southampton,25,1997,13.1,,17,,,,,,,,,,,20,,,,Matches,b5bf1770
312,Alexis Mac Allister,ar ARG,MF,Brighton,23,1998,32.1,,38,,,,,,,,,,,20,,,,Matches,83d074ff
313,James Maddison,eng ENG,MFFW,Leicester City,25,1996,27.6,,25,,,,,,,,,,,12,,,,Matches,ee38d9c5
314,Noni Madueke,eng ENG,FWMF,Chelsea,20,2002,7.1,,8,,,,,,,,,,,4,,,,Matches,bf34eebd
315,Gabriel Magalhães,br BRA,DF,Arsenal,24,1997,37.9,,28,,,,,,,,,,,32,,,,Matches,67ac5bb8
316,Harry Maguire,eng ENG,DF,Manchester Utd,29,1993,8.5,,6,,,,,,,,,,,13,,,,Matches,d8931174
317,Riyad Mahrez,dz ALG,MFFW,Manchester City,31,1991,21.3,,13,,,,,,,,,,,9,,,,Matches,892d5bb1
318,Kobbie Mainoo,eng ENG,MF,Manchester Utd,17,2005,0.1,,0,,,,,,,,,,,0,,,,Matches,c6220452
319,Ainsley Maitland-Niles,eng ENG,DFMF,Southampton,24,1997,15.6,,24,,,,,,,,,,,22,,,,Matches,e3a5814e
320,Tyrell Malacia,nl NED,DF,Manchester Utd,22,1999,15.5,,33,,,,,,,,,,,24,,,,Matches,6b6c793c
321,Orel Mangala,be BEL,MF,Nottingham,24,1998,17.2,,19,,,,,,,,,,,24,,,,Matches,a572e291
322,Javier Manquillo,es ESP,DF,Newcastle,28,1994,0.4,,2,,,,,,,,,,,1,,,,Matches,758dd7f0
323,Sekou Mara,fr FRA,FW,Southampton,20,2002,6.2,,9,,,,,,,,,,,1,,,,Matches,3544641e
324,Solly March,eng ENG,MF,Brighton,28,1994,30.2,,31,,,,,,,,,,,20,,,,Matches,bb5fbd2b
325,Emiliano Marcondes,dk DEN,FWMF,Bournemouth,27,1995,0.1,,0,,,,,,,,,,,0,,,,Matches,4d960fc3
326,Marquinhos,br BRA,MF,Arsenal,19,2003,0.0,,0,,,,,,,,,,,0,,,,Matches,59878425
327,Anthony Martial,fr FRA,FW,Manchester Utd,26,1995,10.9,,3,,,,,,,,,,,1,,,,Matches,8b788c01
328,Gabriel Martinelli,br BRA,FWMF,Arsenal,21,2001,31.0,,22,,,,,,,,,,,9,,,,Matches,48a5a5d6
329,Emiliano Martínez,ar ARG,GK,Aston Villa,29,1992,34.9,,0,,,,,,,,,,,1,,,,Matches,7956236f
330,Lisandro Martínez,ar ARG,DF,Manchester Utd,24,1998,23.5,,30,,,,,,,,,,,34,,,,Matches,bac46a10
331,Pape Matar Sarr,sn SEN,MF,Tottenham,19,2002,2.4,,6,,,,,,,,,,,6,,,,Matches,feb5d972
332,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,25,1997,8.6,,1,,,,,,,,,,,3,,,,Matches,50e6dc35
333,Joël Matip,cm CMR,DF,Liverpool,30,1991,12.1,,8,,,,,,,,,,,17,,,,Matches,b217ef29
334,Neal Maupay,fr FRA,FW,Everton,25,1996,12.4,,6,,,,,,,,,,,6,,,,Matches,4bcf39f6
335,Kevin Mbabu,ch SUI,DF,Fulham,27,1995,1.6,,2,,,,,,,,,,,3,,,,Matches,493924a7
336,Bryan Mbeumo,cm CMR,FW,Brentford,22,1999,32.3,,17,,,,,,,,,,,11,,,,Matches,6afaebf2
337,James McArthur,sct SCO,MF,Crystal Palace,34,1987,0.6,,1,,,,,,,,,,,0,,,,Matches,cee31595
338,Alex McCarthy,eng ENG,GK,Southampton,32,1989,6.0,,0,,,,,,,,,,,1,,,,Matches,36c2ca73
339,John McGinn,sct SCO,MF,Aston Villa,27,1994,29.9,,36,,,,,,,,,,,23,,,,Matches,90f91999
340,Scott McKenna,sct SCO,DF,Nottingham,25,1996,17.5,,8,,,,,,,,,,,11,,,,Matches,4e5a4cbc
341,Weston McKennie,us USA,MF,Leeds United,23,1998,16.0,,14,,,,,,,,,,,22,,,,Matches,01c3aff5
342,Dwight McNeil,eng ENG,MFFW,Everton,22,1999,27.8,,39,,,,,,,,,,,28,,,,Matches,fc15fb84
343,Scott McTominay,sct SCO,MF,Manchester Utd,25,1996,12.9,,20,,,,,,,,,,,10,,,,Matches,d93c2511
344,Ben Mee,eng ENG,DF,Brentford,32,1989,36.3,,25,,,,,,,,,,,48,,,,Matches,8df7a2fb
345,Édouard Mendy,sn SEN,GK,Chelsea,30,1992,9.5,,0,,,,,,,,,,,0,,,,Matches,33887998
346,Nampalys Mendy,sn SEN,MF,Leicester City,30,1992,8.4,,9,,,,,,,,,,,13,,,,Matches,1598599e
347,Chris Mepham,wls WAL,DF,Bournemouth,24,1997,24.4,,23,,,,,,,,,,,29,,,,Matches,fed96827
348,Illan Meslier,fr FRA,GK,Leeds United,22,2000,34.0,,1,,,,,,,,,,,1,,,,Matches,6b625ac2
349,Alex Mighten,eng ENG,FWMF,Nottingham,20,2002,0.1,,0,,,,,,,,,,,0,,,,Matches,10ec4169
350,Lewis Miley,eng ENG,MF,Newcastle,16,2006,0.2,,0,,,,,,,,,,,0,,,,Matches,2c6835e5
351,Luka Milivojević,rs SRB,MF,Crystal Palace,31,1991,5.7,,8,,,,,,,,,,,12,,,,Matches,2ce2508a
352,James Milner,eng ENG,MFDF,Liverpool,36,1986,10.1,,15,,,,,,,,,,,10,,,,Matches,2f90f6b8
353,Yerry Mina,co COL,DF,Everton,27,1994,6.6,,7,,,,,,,,,,,6,,,,Matches,6d5701f2
354,Tyrone Mings,eng ENG,DF,Aston Villa,29,1993,35.0,,7,,,,,,,,,,,52,,,,Matches,8397a50c
355,Tyrick Mitchell,eng ENG,DF,Crystal Palace,22,1999,32.1,,48,,,,,,,,,,,38,,,,Matches,5cbd1eb0
356,Kaoru Mitoma,jp JPN,MF,Brighton,25,1997,25.8,,26,,,,,,,,,,,17,,,,Matches,74618572
357,Aleksandar Mitrović,rs SRB,FW,Fulham,27,1994,22.3,,6,,,,,,,,,,,3,,,,Matches,3925dbd6
358,Kieffer Moore,wls WAL,FW,Bournemouth,29,1992,14.2,,12,,,,,,,,,,,1,,,,Matches,01ce9e70
359,Ederson Moraes,br BRA,GK,Manchester City,28,1993,35.0,,1,,,,,,,,,,,1,,,,Matches,3bb7b8b4
360,Andrew Moran,ie IRL,MF,Brighton,18,2003,0.1,,0,,,,,,,,,,,0,,,,Matches,c4720845
361,Álex Moreno,es ESP,DF,Aston Villa,29,1993,14.8,,15,,,,,,,,,,,7,,,,Matches,16e9d0ea
362,Mason Mount,eng ENG,MF,Chelsea,23,1999,18.3,,20,,,,,,,,,,,8,,,,Matches,9674002f
363,Lucas Moura,br BRA,FWMF,Tottenham,29,1992,1.7,,5,,,,,,,,,,,2,,,,Matches,2b622f01
364,João Moutinho,pt POR,MF,Wolves,35,1986,19.8,,30,,,,,,,,,,,18,,,,Matches,f5a00fa4
365,Divin Mubama,eng ENG,FW,West Ham,17,2004,0.4,,1,,,,,,,,,,,0,,,,Matches,92868cb5
366,Mykhailo Mudryk,ua UKR,FWMF,Chelsea,21,2001,7.3,,9,,,,,,,,,,,1,,,,Matches,049a888d
367,Jacob Murphy,eng ENG,FW,Newcastle,27,1995,13.9,,9,,,,,,,,,,,6,,,,Matches,de112b84
368,Enock Mwepu,zm ZAM,MFFW,Brighton,24,1998,2.4,,5,,,,,,,,,,,2,,,,Matches,1d5cab82
369,Vitaliy Mykolenko,ua UKR,DFMF,Everton,23,1999,29.5,,37,,,,,,,,,,,48,,,,Matches,30d4a2e5
370,Keylor Navas,cr CRC,GK,Nottingham,35,1986,17.0,,0,,,,,,,,,,,1,,,,Matches,ecada4fc
371,Wilfred Ndidi,ng NGA,MFDF,Leicester City,25,1996,18.7,,41,,,,,,,,,,,36,,,,Matches,6b47c5db
372,Reiss Nelson,eng ENG,FWMF,Arsenal,22,1999,2.4,,1,,,,,,,,,,,0,,,,Matches,c5bdb6e3
373,Neto,br BRA,GK,Bournemouth,33,1989,26.5,,1,,,,,,,,,,,0,,,,Matches,a9dc785c
374,Pedro Neto,pt POR,MFFW,Wolves,22,2000,10.7,,5,,,,,,,,,,,4,,,,Matches,7ba2eaa9
375,Rúben Neves,pt POR,MF,Wolves,25,1997,33.5,,40,,,,,,,,,,,49,,,,Matches,44bfb6c5
376,Moussa Niakhaté,sn SEN,DF,Nottingham,26,1996,12.9,,9,,,,,,,,,,,20,,,,Matches,00242715
377,Eddie Nketiah,eng ENG,FW,Arsenal,23,1999,12.1,,9,,,,,,,,,,,1,,,,Matches,a53649b7
378,Matheus Nunes,pt POR,MF,Wolves,23,1998,27.4,,42,,,,,,,,,,,16,,,,Matches,e6af02e0
379,Darwin Núñez,uy URU,FW,Liverpool,23,1999,18.8,,5,,,,,,,,,,,2,,,,Matches,4d77b365
380,Ethan Nwaneri,eng ENG,MF,Arsenal,15,2007,0.0,,0,,,,,,,,,,,0,,,,Matches,7f94982c
381,Christian Nørgaard,dk DEN,MF,Brentford,28,1994,19.6,,30,,,,,,,,,,,33,,,,Matches,df0a4c90
382,Lewis O'Brien,eng ENG,MF,Nottingham,23,1998,6.5,,7,,,,,,,,,,,6,,,,Matches,089667a5
383,Odeluga Offiah,eng ENG,DF,Brighton,19,2002,0.3,,1,,,,,,,,,,,0,,,,Matches,65c3efa2
384,Angelo Ogbonna,it ITA,DF,West Ham,34,1988,13.7,,4,,,,,,,,,,,18,,,,Matches,74b2cd7e
385,Michael Olise,fr FRA,MFFW,Crystal Palace,20,2001,30.5,,35,,,,,,,,,,,26,,,,Matches,c4486bac
386,Robin Olsen,se SWE,GK,Aston Villa,32,1990,3.1,,0,,,,,,,,,,,0,,,,Matches,e7ee38c3
387,Amadou Onana,be BEL,MF,Everton,20,2001,27.6,,44,,,,,,,,,,,38,,,,Matches,828657ff
388,Josh Onomah,eng ENG,FWMF,Fulham,25,1997,0.2,,0,,,,,,,,,,,0,,,,Matches,6612cd8c
389,Paul Onuachu,ng NGA,FW,Southampton,28,1994,4.5,,2,,,,,,,,,,,0,,,,Matches,c06d1086
390,Frank Onyeka,ng NGA,MF,Brentford,24,1998,9.4,,12,,,,,,,,,,,9,,,,Matches,2944f86f
391,Mislav Oršić,hr CRO,FWMF,Southampton,29,1992,0.1,,1,,,,,,,,,,,0,,,,Matches,ee950928
392,Stefan Ortega,de GER,GK,Manchester City,29,1992,3.0,,0,,,,,,,,,,,0,,,,Matches,c1242d4e
393,Dango Ouattara,bf BFA,MF,Bournemouth,20,2002,13.8,,15,,,,,,,,,,,10,,,,Matches,2f9e4435
394,Alex Oxlade-Chamberlain,eng ENG,FW,Liverpool,28,1993,3.7,,4,,,,,,,,,,,0,,,,Matches,38c7feef
395,David Ozoh,eng ENG,MF,Crystal Palace,17,2005,0.0,,0,,,,,,,,,,,0,,,,Matches,d00d45ab
396,João Palhinha,pt POR,MF,Fulham,27,1995,34.5,,82,,,,,,,,,,,43,,,,Matches,a78ff07f
397,Cole Palmer,eng ENG,MFFW,Manchester City,20,2002,4.1,,1,,,,,,,,,,,1,,,,Matches,dc7f8a28
398,Emerson Palmieri,it ITA,MFDF,West Ham,27,1994,14.7,,14,,,,,,,,,,,14,,,,Matches,e0bc6fdc
399,Lucas Paquetá,br BRA,MF,West Ham,24,1997,23.9,,53,,,,,,,,,,,15,,,,Matches,9b6f7fd5
400,Thomas Partey,gh GHA,MF,Arsenal,29,1993,27.6,,40,,,,,,,,,,,26,,,,Matches,529f49ab
401,Nathan Patterson,sct SCO,DFMF,Everton,20,2001,14.2,,24,,,,,,,,,,,14,,,,Matches,230f0471
402,Ben Pearson,eng ENG,MF,Bournemouth,27,1995,3.2,,4,,,,,,,,,,,2,,,,Matches,a6b461e7
403,Facundo Pellistri,uy URU,FWMF,Manchester Utd,20,2001,0.7,,1,,,,,,,,,,,0,,,,Matches,ac7e7b1c
404,Andreas Pereira,br BRA,MF,Fulham,26,1996,29.9,,8,,,,,,,,,,,6,,,,Matches,6639e500
405,Ricardo Pereira,pt POR,DFMF,Leicester City,28,1993,5.0,,8,,,,,,,,,,,4,,,,Matches,75a72a99
406,Ayoze Pérez,es ESP,MF,Leicester City,29,1993,4.2,,8,,,,,,,,,,,2,,,,Matches,819aa8e7
407,Ivan Perišić,hr CRO,MF,Tottenham,33,1989,23.4,,24,,,,,,,,,,,21,,,,Matches,6fe90922
408,Romain Perraud,fr FRA,DF,Southampton,24,1997,20.4,,33,,,,,,,,,,,21,,,,Matches,6dfd8f05
409,Máximo Perrone,ar ARG,MF,Manchester City,19,2003,0.2,,0,,,,,,,,,,,0,,,,Matches,53552942
410,Cameron Peupion,au AUS,MF,Brighton,19,2002,0.1,,0,,,,,,,,,,,0,,,,Matches,0bdeb013
411,Kalvin Phillips,eng ENG,MFDF,Manchester City,26,1995,3.3,,4,,,,,,,,,,,4,,,,Matches,4f565d77
412,Nathaniel Phillips,eng ENG,DF,Liverpool,25,1997,0.7,,1,,,,,,,,,,,2,,,,Matches,515ebe8d
413,Jordan Pickford,eng ENG,GK,Everton,28,1994,37.0,,0,,,,,,,,,,,4,,,,Matches,4806ec67
414,Ethan Pinnock,jm JAM,DF,Brentford,29,1993,30.0,,29,,,,,,,,,,,31,,,,Matches,e541326e
415,Daniel Podence,pt POR,MFFW,Wolves,26,1995,19.7,,17,,,,,,,,,,,7,,,,Matches,7fcc71d8
416,Nick Pope,eng ENG,GK,Newcastle,30,1992,36.2,,0,,,,,,,,,,,0,,,,Matches,4b40d9ca
417,Pedro Porro,es ESP,MF,Tottenham,22,1999,12.6,,16,,,,,,,,,,,17,,,,Matches,27d0a506
418,Dennis Praet,be BEL,MF,Leicester City,28,1994,7.2,,8,,,,,,,,,,,5,,,,Matches,86695068
419,Isaac Price,nir NIR,MF,Everton,18,2003,0.4,,0,,,,,,,,,,,0,,,,Matches,b9403c99
420,Christian Pulisic,us USA,MFFW,Chelsea,23,1998,9.1,,6,,,,,,,,,,,3,,,,Matches,1bf33a9a
421,Aaron Ramsdale,eng ENG,GK,Arsenal,24,1998,38.0,,1,,,,,,,,,,,0,,,,Matches,466fb2c5
422,Jacob Ramsey,eng ENG,MF,Aston Villa,21,2001,29.3,,40,,,,,,,,,,,22,,,,Matches,1544f145
423,Marcus Rashford,eng ENG,FWMF,Manchester Utd,24,1997,32.0,,10,,,,,,,,,,,6,,,,Matches,a1d5bd30
424,David Raya,es ESP,GK,Brentford,26,1995,38.0,,0,,,,,,,,,,,1,,,,Matches,98ea5115
425,Tim Ream,us USA,DF,Fulham,34,1987,32.2,,19,,,,,,,,,,,42,,,,Matches,28b40c9c
426,Nathan Redmond,eng ENG,FWMF,Southampton,28,1994,0.0,,0,,,,,,,,,,,0,,,,Matches,ab651565
427,Harrison Reed,eng ENG,MF,Fulham,27,1995,31.8,,26,,,,,,,,,,,19,,,,Matches,803ae100
428,Declan Rice,eng ENG,MF,West Ham,23,1999,36.4,,36,,,,,,,,,,,62,,,,Matches,1c7012b8
429,Chris Richards,us USA,DF,Crystal Palace,22,2000,5.0,,6,,,,,,,,,,,7,,,,Matches,0a3d6d2b
430,Richarlison,br BRA,MFFW,Tottenham,25,1997,11.2,,16,,,,,,,,,,,5,,,,Matches,fa031b34
431,Jaïro Riedewald,nl NED,DFMF,Crystal Palace,25,1996,0.7,,1,,,,,,,,,,,0,,,,Matches,7a1f2c08
432,Matt Ritchie,sct SCO,DFMF,Newcastle,32,1989,0.4,,0,,,,,,,,,,,1,,,,Matches,71ef519e
433,Andy Robertson,sct SCO,DF,Liverpool,28,1994,28.7,,21,,,,,,,,,,,16,,,,Matches,2e4f5f03
434,Antonee Robinson,us USA,DF,Fulham,24,1997,34.3,,41,,,,,,,,,,,52,,,,Matches,289601e6
435,Joel Robles,es ESP,GK,Leeds United,32,1990,4.0,,0,,,,,,,,,,,0,,,,Matches,cda0b317
