,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
438,Salomón Rondón,ve VEN,FW,West Brom,26,1989,32.1,,14,,,,,,,,,,,8,,,,Matches,b318a643
439,Marten de Roon,nl NED,MF,Middlesbrough,25,1991,30.8,,50,,,,,,,,,,,46,,,,Matches,2a1beb34
440,Wayne Rooney,eng ENG,MFFW,Manchester Utd,30,1985,17.1,,11,,,,,,,,,,,18,,,,Matches,f07be45a
441,Danny Rose,eng ENG,DFMF,Tottenham,26,1990,17.0,,34,,,,,,,,,,,22,,,,Matches,89d10e53
442,Wayne Routledge,eng ENG,FWMF,Swansea City,31,1985,21.4,,20,,,,,,,,,,,16,,,,Matches,1d387eee
443,Bacary Sagna,fr FRA,DF,Manchester City,33,1983,15.0,,16,,,,,,,,,,,23,,,,Matches,6ef56efd
444,Diafra Sakho,sn SEN,FW,West Ham,26,1989,2.0,,1,,,,,,,,,,,0,,,,Matches,57c433c8
445,Mamadou Sakho,fr FRA,DF,Crystal Palace,26,1990,7.6,,1,,,,,,,,,,,14,,,,Matches,87935cf3
446,Bakary Sako,ml MLI,FWMF,Crystal Palace,28,1988,1.6,,6,,,,,,,,,,,0,,,,Matches,381d7d54
447,Alexis Sánchez,cl CHI,FWMF,Arsenal,27,1988,35.7,,40,,,,,,,,,,,27,,,,Matches,2c0f8e9e
448,Leroy Sané,de GER,MFFW,Manchester City,20,1996,19.8,,22,,,,,,,,,,,17,,,,Matches,2b114be3
449,Jeffrey Schlupp,gh GHA,MF,Leicester City,23,1992,1.6,,5,,,,,,,,,,,0,,,,Matches,3312f911
450,Jeffrey Schlupp,gh GHA,DF,Crystal Palace,23,1992,11.1,,21,,,,,,,,,,,26,,,,Matches,3312f911
451,Kasper Schmeichel,dk DEN,GK,Leicester City,29,1986,29.6,,2,,,,,,,,,,,1,,,,Matches,53af52f3
452,Morgan Schneiderlin,fr FRA,MF,Manchester Utd,26,1989,0.2,,0,,,,,,,,,,,1,,,,Matches,51b41c5c
453,Morgan Schneiderlin,fr FRA,MF,Everton,26,1989,11.8,,20,,,,,,,,,,,33,,,,Matches,51b41c5c
454,Xherdan Shaqiri,ch SUI,MF,Stoke City,24,1991,18.9,,6,,,,,,,,,,,10,,,,Matches,6421ec64
455,Luke Shaw,eng ENG,DF,Manchester Utd,21,1995,7.6,,7,,,,,,,,,,,14,,,,Matches,9c94165b
456,Ryan Shawcross,eng ENG,DF,Stoke City,28,1987,35.0,,36,,,,,,,,,,,56,,,,Matches,285a3d44
457,Gylfi Sigurðsson,is ISL,FWMF,Swansea City,26,1989,37.0,,33,,,,,,,,,,,37,,,,Matches,76dd1480
458,David Silva,es ESP,MF,Manchester City,30,1986,30.7,,32,,,,,,,,,,,20,,,,Matches,e2716bd0
459,Danny Simpson,eng ENG,DF,Leicester City,29,1987,33.2,,41,,,,,,,,,,,69,,,,Matches,3201b03d
460,Josh Sims,eng ENG,FW,Southampton,19,1997,2.3,,3,,,,,,,,,,,1,,,,Matches,6d6f09dc
461,Jerome Sinclair,eng ENG,FW,Watford,19,1996,1.3,,0,,,,,,,,,,,0,,,,Matches,1695c659
462,Moussa Sissoko,fr FRA,MFFW,Tottenham,26,1989,10.1,,12,,,,,,,,,,,7,,,,Matches,2acd49b9
463,Islam Slimani,dz ALG,FW,Leicester City,28,1988,14.2,,10,,,,,,,,,,,3,,,,Matches,ffec9769
464,Chris Smalling,eng ENG,DF,Manchester Utd,26,1989,13.5,,10,,,,,,,,,,,13,,,,Matches,b6964eb6
465,Adam Smith,eng ENG,DFMF,Bournemouth,25,1991,34.5,,60,,,,,,,,,,,55,,,,Matches,20b104bc
466,Brad Smith,au AUS,DFMF,Bournemouth,22,1994,3.2,,3,,,,,,,,,,,3,,,,Matches,c76c717c
467,Robert Snodgrass,sct SCO,MFFW,West Ham,28,1987,9.3,,10,,,,,,,,,,,4,,,,Matches,9f4647e9
468,Robert Snodgrass,sct SCO,FWMF,Hull City,28,1987,19.0,,22,,,,,,,,,,,11,,,,Matches,9f4647e9
469,Cédric Soares,pt POR,DF,Southampton,24,1991,27.9,,61,,,,,,,,,,,37,,,,Matches,839c14e1
470,Ramadan Sobhi,eg EGY,MF,Stoke City,19,1997,9.5,,20,,,,,,,,,,,5,,,,Matches,98be0d02
471,Pape Souaré,sn SEN,DF,Crystal Palace,26,1990,3.0,,4,,,,,,,,,,,10,,,,Matches,46b5375e
472,Junior Stanislas,eng ENG,MF,Bournemouth,26,1989,16.3,,11,,,,,,,,,,,9,,,,Matches,6992791d
473,Maarten Stekelenburg,nl NED,GK,Everton,33,1982,18.7,,0,,,,,,,,,,,0,,,,Matches,fefce889
474,Jack Stephens,eng ENG,DF,Southampton,22,1994,16.3,,18,,,,,,,,,,,27,,,,Matches,6adbc307
475,Raheem Sterling,eng ENG,MFFW,Manchester City,21,1994,27.9,,20,,,,,,,,,,,20,,,,Matches,b400bde0
476,Kevin Stewart,jm JAM,DFMF,Liverpool,22,1993,0.2,,0,,,,,,,,,,,0,,,,Matches,ff674795
477,John Stones,eng ENG,DF,Manchester City,22,1994,22.4,,22,,,,,,,,,,,42,,,,Matches,5eecec3d
478,Cristhian Stuani,uy URU,FWMF,Middlesbrough,29,1986,15.0,,26,,,,,,,,,,,10,,,,Matches,220c11f1
479,Daniel Sturridge,eng ENG,FW,Liverpool,26,1989,8.6,,1,,,,,,,,,,,3,,,,Matches,1b7ec703
480,Isaac Success,ng NGA,MF,Watford,20,1996,5.8,,12,,,,,,,,,,,6,,,,Matches,f573a8bf
481,Ki Sung-yueng,kr KOR,MF,Swansea City,27,1989,14.3,,18,,,,,,,,,,,21,,,,Matches,1d8c99b0
482,Andrew Surman,eng ENG,MF,Bournemouth,29,1986,19.9,,11,,,,,,,,,,,39,,,,Matches,7d41b619
483,Dušan Tadić,rs SRB,FWMF,Southampton,27,1988,26.8,,16,,,,,,,,,,,19,,,,Matches,2475dcc6
484,Matt Targett,eng ENG,DF,Southampton,20,1995,4.1,,8,,,,,,,,,,,8,,,,Matches,e514ab62
485,James Tarkowski,eng ENG,DF,Burnley,23,1992,6.3,,13,,,,,,,,,,,10,,,,Matches,15ea812b
486,Neil Taylor,wls WAL,DF,Swansea City,27,1989,10.2,,18,,,,,,,,,,,26,,,,Matches,c2f9d19f
487,John Terry,eng ENG,DF,Chelsea,35,1980,5.5,,2,,,,,,,,,,,5,,,,Matches,68517cfd
488,James Tomkins,eng ENG,DF,Crystal Palace,27,1989,21.9,,19,,,,,,,,,,,38,,,,Matches,e7ca0439
489,Gökhan Töre,tr TUR,MFFW,West Ham,24,1992,2.7,,3,,,,,,,,,,,0,,,,Matches,51960957
490,Yaya Touré,ci CIV,MF,Manchester City,33,1983,21.6,,31,,,,,,,,,,,19,,,,Matches,c204f844
491,Andros Townsend,eng ENG,MF,Crystal Palace,25,1991,28.0,,64,,,,,,,,,,,44,,,,Matches,b28bbd58
492,Adama Traoré,es ESP,MFFW,Middlesbrough,20,1996,17.1,,26,,,,,,,,,,,7,,,,Matches,9a28eba4
493,Kieran Trippier,eng ENG,DFMF,Tottenham,25,1990,6.3,,14,,,,,,,,,,,7,,,,Matches,21512407
494,Axel Tuanzebe,cd COD,MFDF,Manchester Utd,18,1997,3.4,,4,,,,,,,,,,,7,,,,Matches,2baec6ce
495,Josh Tymon,eng ENG,MFDF,Hull City,17,1999,3.6,,6,,,,,,,,,,,6,,,,Matches,efe6f6ac
496,Leonardo Ulloa,ar ARG,FW,Leicester City,30,1986,5.0,,8,,,,,,,,,,,2,,,,Matches,eed56f6c
497,Víctor Valdés,es ESP,GK,Middlesbrough,34,1982,28.0,,1,,,,,,,,,,,3,,,,Matches,e029e404
498,Antonio Valencia,ec ECU,DF,Manchester Utd,30,1985,27.6,,44,,,,,,,,,,,43,,,,Matches,08aa17d0
499,Enner Valencia,ec ECU,FW,West Ham,26,1989,2.3,,1,,,,,,,,,,,4,,,,Matches,fb485406
500,Enner Valencia,ec ECU,FWMF,Everton,26,1989,8.0,,13,,,,,,,,,,,8,,,,Matches,fb485406
501,Virgil van Dijk,nl NED,DF,Southampton,25,1991,20.6,,30,,,,,,,,,,,54,,,,Matches,e06683ca
502,Jamie Vardy,eng ENG,FW,Leicester City,29,1987,31.1,,14,,,,,,,,,,,10,,,,Matches,45963054
503,Jan Vertonghen,be BEL,DF,Tottenham,29,1987,32.2,,37,,,,,,,,,,,44,,,,Matches,ba23a904
504,Sam Vokes,wls WAL,FW,Burnley,26,1989,22.9,,8,,,,,,,,,,,5,,,,Matches,1d6ac165
505,Michel Vorm,nl NED,GK,Tottenham,32,1983,4.6,,1,,,,,,,,,,,0,,,,Matches,1bebde9d
506,Matěj Vydra,cz CZE,FWMF,Watford,24,1992,0.0,,0,,,,,,,,,,,0,,,,Matches,0d4ceb32
507,Theo Walcott,eng ENG,MF,Arsenal,27,1989,21.3,,27,,,,,,,,,,,13,,,,Matches,1ecb65be
508,Kyle Walker,eng ENG,DFMF,Tottenham,26,1990,30.0,,53,,,,,,,,,,,38,,,,Matches,86dd77d1
509,Jonathan Walters,ie IRL,FWMF,Stoke City,32,1983,14.5,,7,,,,,,,,,,,7,,,,Matches,0356cf4f
510,Victor Wanyama,ke KEN,MF,Tottenham,25,1991,33.5,,64,,,,,,,,,,,39,,,,Matches,e0900238
511,Joel Ward,eng ENG,DF,Crystal Palace,26,1989,38.0,,67,,,,,,,,,,,64,,,,Matches,8a7ff278
512,Stephen Ward,ie IRL,DF,Burnley,30,1985,35.9,,49,,,,,,,,,,,75,,,,Matches,3831b9fe
513,James Ward-Prowse,eng ENG,MF,Southampton,21,1994,20.9,,21,,,,,,,,,,,19,,,,Matches,3515d404
514,Marcin Wasilewski,pl POL,DF,Leicester City,36,1980,1.0,,1,,,,,,,,,,,2,,,,Matches,24249219
515,Duncan Watmore,eng ENG,MFFW,Sunderland,22,1994,11.4,,11,,,,,,,,,,,9,,,,Matches,2b2bae51
516,Ben Watson,eng ENG,MF,Watford,31,1985,0.6,,1,,,,,,,,,,,4,,,,Matches,df540668
517,Danny Welbeck,eng ENG,FWMF,Arsenal,25,1990,8.3,,5,,,,,,,,,,,6,,,,Matches,ce5143da
518,Ashley Westwood,eng ENG,MF,Burnley,26,1990,6.1,,6,,,,,,,,,,,5,,,,Matches,495945ef
519,Glenn Whelan,ie IRL,MF,Stoke City,32,1984,25.3,,31,,,,,,,,,,,41,,,,Matches,d5bd56a5
520,Connor Wickham,eng ENG,FWMF,Crystal Palace,23,1993,4.6,,2,,,,,,,,,,,2,,,,Matches,41cc19c2
521,Georginio Wijnaldum,nl NED,MF,Liverpool,25,1990,33.0,,36,,,,,,,,,,,25,,,,Matches,eb58eef0
522,Ashley Williams,wls WAL,DF,Everton,31,1984,35.1,,43,,,,,,,,,,,57,,,,Matches,a498e276
523,Willian,br BRA,FWMF,Chelsea,27,1988,17.0,,12,,,,,,,,,,,7,,,,Matches,8b9ebd03
524,Jack Wilshere,eng ENG,MF,Arsenal,24,1992,0.4,,2,,,,,,,,,,,1,,,,Matches,9c318325
525,Jack Wilshere,eng ENG,MF,Bournemouth,24,1992,21.2,,18,,,,,,,,,,,14,,,,Matches,9c318325
526,Callum Wilson,eng ENG,FW,Bournemouth,24,1992,15.1,,6,,,,,,,,,,,5,,,,Matches,c596fcb0
527,Marc Wilson,ie IRL,DF,West Brom,28,1987,2.8,,3,,,,,,,,,,,5,,,,Matches,c325c010
528,Kevin Wimmer,at AUT,DF,Tottenham,23,1992,4.0,,2,,,,,,,,,,,5,,,,Matches,faf55ce4
529,Harry Winks,eng ENG,MF,Tottenham,20,1996,5.5,,8,,,,,,,,,,,6,,,,Matches,2f7acede
530,Philipp Wollscheid,de GER,DF,Stoke City,27,1989,2.0,,3,,,,,,,,,,,4,,,,Matches,c4cca587
531,Ben Woodburn,wls WAL,FW,Liverpool,16,1999,1.0,,3,,,,,,,,,,,0,,,,Matches,8aadeaef
532,Matt Worthington,eng ENG,DFMF,Bournemouth,18,1997,0.2,,0,,,,,,,,,,,0,,,,Matches,8c8b941f
533,Granit Xhaka,ch SUI,MF,Arsenal,23,1992,27.6,,55,,,,,,,,,,,44,,,,Matches,e61b8aee
534,Claudio Yacob,ar ARG,MF,West Brom,29,1987,26.9,,65,,,,,,,,,,,60,,,,Matches,bda6ffd4
535,Maya Yoshida,jp JPN,DF,Southampton,27,1988,23.0,,21,,,,,,,,,,,48,,,,Matches,caffaf5a
536,Ashley Young,eng ENG,DFMF,Manchester Utd,31,1985,8.4,,16,,,,,,,,,,,15,,,,Matches,be927d03
537,Pablo Zabaleta,ar ARG,DFMF,Manchester City,31,1985,11.8,,28,,,,,,,,,,,27,,,,Matches,6813ac34
538,Wilfried Zaha,ci CIV,MFFW,Crystal Palace,23,1992,33.5,,56,,,,,,,,,,,34,,,,Matches,b2bc3b1f
539,Mauro Zárate,ar ARG,FWMF,Watford,29,1987,2.3,,1,,,,,,,,,,,0,,,,Matches,cc18ff4c
540,Simone Zaza,it ITA,FW,West Ham,25,1991,5.1,,4,,,,,,,,,,,3,,,,Matches,9592289a
541,Ron-Robert Zieler,de GER,GK,Leicester City,27,1989,8.4,,0,,,,,,,,,,,0,,,,Matches,a0606ae8
542,Kurt Zouma,fr FRA,DF,Chelsea,21,1994,2.8,,6,,,,,,,,,,,5,,,,Matches,ce4246f5
543,Juan Zúñiga,co COL,DFMF,Watford,30,1985,9.2,,16,,,,,,,,,,,19,,,,Matches,06b34f37
