,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
218,Tom Ince,eng ENG,MF,Huddersfield,25,1992,27.2,,27,,,,,,,,,,,14,,,,Matches,67d23ab0
219,Danny Ings,eng ENG,FW,Liverpool,25,1992,3.0,,2,,,,,,,,,,,3,,,,Matches,07802f7f
220,Stephen Ireland,ie IRL,MF,Stoke City,30,1986,1.5,,2,,,,,,,,,,,1,,,,Matches,bcf30f17
221,Alex Iwobi,ng NGA,MFFW,Arsenal,21,1996,20.3,,16,,,,,,,,,,,7,,,,Matches,6ca5ec4b
222,José Izquierdo,co COL,MF,Brighton,25,1992,22.0,,16,,,,,,,,,,,14,,,,Matches,ca2bc3df
223,Phil Jagielka,eng ENG,DF,Everton,34,1982,22.9,,26,,,,,,,,,,,39,,,,Matches,3233eefd
224,Eldin Jakupović,ch SUI,GK,Leicester City,32,1984,2.0,,0,,,,,,,,,,,0,,,,Matches,1148323a
225,Matty James,eng ENG,MF,Leicester City,26,1991,11.0,,11,,,,,,,,,,,19,,,,Matches,ebd0a048
226,Daryl Janmaat,nl NED,DFMF,Watford,28,1989,20.2,,32,,,,,,,,,,,34,,,,Matches,45da6694
227,Vincent Janssen,nl NED,FW,Tottenham,23,1994,0.0,,0,,,,,,,,,,,0,,,,Matches,31dce0c8
228,Jesé,es ESP,FWMF,Stoke City,24,1993,6.8,,7,,,,,,,,,,,0,,,,Matches,4a537185
229,Gabriel Jesus,br BRA,FW,Manchester City,20,1997,18.5,,16,,,,,,,,,,,10,,,,Matches,b66315ae
230,Glen Johnson,eng ENG,DFMF,Stoke City,32,1984,6.1,,6,,,,,,,,,,,8,,,,Matches,8cceca90
231,Phil Jones,eng ENG,DF,Manchester Utd,25,1992,21.9,,18,,,,,,,,,,,43,,,,Matches,def899bd
232,Joselu,es ESP,FW,Newcastle,27,1990,19.0,,16,,,,,,,,,,,12,,,,Matches,6265208f
233,Mathias Jørgensen,dk DEN,DF,Huddersfield,27,1990,38.0,,35,,,,,,,,,,,84,,,,Matches,0db5d2c8
234,Christian Kabasele,be BEL,DF,Watford,26,1991,25.9,,32,,,,,,,,,,,36,,,,Matches,914ab9a1
235,Younès Kaboul,fr FRA,DF,Watford,31,1986,1.7,,2,,,,,,,,,,,2,,,,Matches,3680d723
236,Elias Kachunga,cd COD,MF,Huddersfield,25,1992,14.8,,27,,,,,,,,,,,4,,,,Matches,5bddccc9
237,Sullay Kaikai,sl SLE,FWMF,Crystal Palace,21,1995,0.2,,0,,,,,,,,,,,0,,,,Matches,fc166e49
238,Harry Kane,eng ENG,FW,Tottenham,24,1993,34.2,,17,,,,,,,,,,,8,,,,Matches,21a66f6a
239,N'Golo Kanté,fr FRA,MF,Chelsea,26,1991,33.3,,83,,,,,,,,,,,91,,,,Matches,b9fbae28
240,Loris Karius,de GER,GK,Liverpool,24,1993,19.0,,0,,,,,,,,,,,2,,,,Matches,32e7ce92
241,Orestis Karnezis,gr GRE,GK,Watford,32,1985,14.4,,0,,,,,,,,,,,1,,,,Matches,85b011bb
242,Beram Kayal,il ISR,MF,Brighton,29,1988,8.3,,16,,,,,,,,,,,15,,,,Matches,26679cdf
243,Michael Keane,eng ENG,DF,Everton,24,1993,28.4,,25,,,,,,,,,,,60,,,,Matches,c5b7c315
244,Martin Kelly,eng ENG,DF,Crystal Palace,27,1990,13.3,,15,,,,,,,,,,,12,,,,Matches,d7492450
245,Kenedy,br BRA,MF,Newcastle,21,1996,11.4,,16,,,,,,,,,,,18,,,,Matches,5eebbfdf
246,Jonjoe Kenny,eng ENG,DFMF,Everton,20,1997,17.7,,30,,,,,,,,,,,28,,,,Matches,099e666f
247,Andy King,wls WAL,MF,Leicester City,28,1988,6.0,,5,,,,,,,,,,,6,,,,Matches,d790907f
248,Andy King,wls WAL,MF,Swansea City,28,1988,7.9,,10,,,,,,,,,,,5,,,,Matches,d790907f
249,Joshua King,no NOR,MFFW,Bournemouth,25,1992,27.3,,27,,,,,,,,,,,6,,,,Matches,43458538
250,Davy Klaassen,nl NED,MF,Everton,24,1993,2.8,,1,,,,,,,,,,,1,,,,Matches,15fd5593
251,Ragnar Klavan,ee EST,DF,Liverpool,31,1985,16.1,,11,,,,,,,,,,,16,,,,Matches,008a6e6d
252,Anthony Knockaert,fr FRA,MF,Brighton,25,1991,26.9,,24,,,,,,,,,,,25,,,,Matches,6c679c6d
253,Sead Kolašinac,ba BIH,MFDF,Arsenal,24,1993,23.9,,38,,,,,,,,,,,28,,,,Matches,3935e52e
254,Vincent Kompany,be BEL,DF,Manchester City,31,1986,15.5,,14,,,,,,,,,,,18,,,,Matches,d2bff301
255,Terence Kongolo,nl NED,DF,Huddersfield,23,1994,11.7,,23,,,,,,,,,,,30,,,,Matches,1f9a3a04
256,Laurent Koscielny,fr FRA,DF,Arsenal,31,1985,24.7,,23,,,,,,,,,,,60,,,,Matches,f5efb153
257,Cheikhou Kouyaté,sn SEN,MF,West Ham,27,1989,31.1,,51,,,,,,,,,,,33,,,,Matches,8d3c902d
258,Bojan Krkić,es ESP,MF,Stoke City,26,1990,0.8,,0,,,,,,,,,,,0,,,,Matches,9fa0a0b8
259,Grzegorz Krychowiak,pl POL,MF,West Brom,27,1990,18.2,,25,,,,,,,,,,,47,,,,Matches,580d52dd
260,Rajiv van La Parra,nl NED,MF,Huddersfield,26,1991,23.7,,31,,,,,,,,,,,18,,,,Matches,1931bde9
261,Alexandre Lacazette,fr FRA,FW,Arsenal,26,1991,24.5,,18,,,,,,,,,,,8,,,,Matches,9dbb75ca
262,Freddie Ladapo,eng ENG,FW,Crystal Palace,24,1993,0.2,,0,,,,,,,,,,,0,,,,Matches,da2b8db3
263,Adam Lallana,eng ENG,MF,Liverpool,29,1988,2.7,,1,,,,,,,,,,,1,,,,Matches,99813635
264,Érik Lamela,ar ARG,MF,Tottenham,25,1992,9.4,,14,,,,,,,,,,,10,,,,Matches,abe66106
265,Manuel Lanzini,ar ARG,MFFW,West Ham,24,1993,22.7,,12,,,,,,,,,,,30,,,,Matches,26f6dca8
266,Aymeric Laporte,es ESP,DF,Manchester City,23,1994,9.0,,6,,,,,,,,,,,14,,,,Matches,119b9a8e
267,Jamaal Lascelles,eng ENG,DF,Newcastle,23,1993,32.5,,19,,,,,,,,,,,29,,,,Matches,450ab6fc
268,Florian Lejeune,fr FRA,DF,Newcastle,26,1991,23.4,,21,,,,,,,,,,,51,,,,Matches,6eaed4eb
269,Mario Lemina,ga GAB,MF,Southampton,23,1993,19.1,,40,,,,,,,,,,,41,,,,Matches,2b471f99
270,Aaron Lennon,eng ENG,MF,Burnley,30,1987,12.4,,14,,,,,,,,,,,9,,,,Matches,2ff964a0
271,Aaron Lennon,eng ENG,MFFW,Everton,30,1987,8.8,,11,,,,,,,,,,,13,,,,Matches,2ff964a0
272,Victor Lindelöf,se SWE,DF,Manchester Utd,23,1994,14.3,,13,,,,,,,,,,,13,,,,Matches,f5deef4c
273,Jesse Lingard,eng ENG,MFFW,Manchester Utd,24,1992,20.2,,22,,,,,,,,,,,10,,,,Matches,810e3c74
274,Jake Livermore,eng ENG,MF,West Brom,27,1989,29.7,,45,,,,,,,,,,,29,,,,Matches,b98570d1
275,Fernando Llorente,es ESP,FW,Tottenham,32,1985,2.6,,3,,,,,,,,,,,0,,,,Matches,82dbf623
276,Hugo Lloris,fr FRA,GK,Tottenham,30,1986,36.0,,1,,,,,,,,,,,2,,,,Matches,8f62b6ee
277,Jürgen Locadia,cw CUW,FWMF,Brighton,23,1993,2.5,,0,,,,,,,,,,,1,,,,Matches,6cc47ae1
278,Ruben Loftus-Cheek,eng ENG,MF,Crystal Palace,21,1996,20.8,,18,,,,,,,,,,,25,,,,Matches,e97fd090
279,Joe Lolley,eng ENG,MF,Huddersfield,24,1992,2.5,,0,,,,,,,,,,,4,,,,Matches,c5f13182
280,Kevin Long,ie IRL,DF,Burnley,26,1990,16.0,,22,,,,,,,,,,,27,,,,Matches,5a4280b1
281,Shane Long,ie IRL,FW,Southampton,30,1987,17.6,,20,,,,,,,,,,,13,,,,Matches,9f472354
282,Ademola Lookman,ng NGA,MF,Everton,19,1997,1.8,,1,,,,,,,,,,,1,,,,Matches,7c104bb7
283,Jonas Lössl,dk DEN,GK,Huddersfield,28,1989,38.0,,2,,,,,,,,,,,4,,,,Matches,939bc634
284,Dejan Lovren,hr CRO,DF,Liverpool,28,1989,23.6,,16,,,,,,,,,,,40,,,,Matches,1a2935f6
285,Chris Löwe,de GER,DF,Huddersfield,28,1989,17.6,,32,,,,,,,,,,,36,,,,Matches,c6896eab
286,Matthew Lowton,eng ENG,DF,Burnley,28,1989,25.5,,33,,,,,,,,,,,44,,,,Matches,9a9c05db
287,David Luiz,br BRA,DFMF,Chelsea,30,1987,9.3,,11,,,,,,,,,,,24,,,,Matches,c0e27d1a
288,Romelu Lukaku,be BEL,FW,Manchester Utd,24,1993,31.9,,4,,,,,,,,,,,3,,,,Matches,5eae500a
289,Dodi Lukebakio,be BEL,FWMF,Watford,19,1997,0.2,,0,,,,,,,,,,,0,,,,Matches,0c61c77c
290,Levi Lumeka,eng ENG,MF,Crystal Palace,18,1998,0.3,,1,,,,,,,,,,,1,,,,Matches,199ff86e
291,Harry Maguire,eng ENG,DF,Leicester City,24,1993,38.0,,46,,,,,,,,,,,60,,,,Matches,d8931174
292,Riyad Mahrez,dz ALG,MF,Leicester City,26,1991,32.8,,24,,,,,,,,,,,22,,,,Matches,892d5bb1
293,Ainsley Maitland-Niles,eng ENG,DFMF,Arsenal,19,1997,10.2,,17,,,,,,,,,,,14,,,,Matches,e3a5814e
294,Scott Malone,eng ENG,DF,Huddersfield,26,1991,12.4,,30,,,,,,,,,,,26,,,,Matches,f15a50e8
295,Sadio Mané,sn SEN,FWMF,Liverpool,25,1992,24.3,,22,,,,,,,,,,,13,,,,Matches,c691bfe2
296,Eliaquim Mangala,fr FRA,DF,Manchester City,26,1991,5.4,,2,,,,,,,,,,,6,,,,Matches,f520049f
297,Eliaquim Mangala,fr FRA,DF,Everton,26,1991,1.5,,0,,,,,,,,,,,1,,,,Matches,f520049f
298,Javier Manquillo,es ESP,DF,Newcastle,23,1994,19.5,,22,,,,,,,,,,,22,,,,Matches,758dd7f0
299,Solly March,eng ENG,MF,Brighton,23,1994,20.6,,42,,,,,,,,,,,15,,,,Matches,bb5fbd2b
300,Adrian Mariappa,jm JAM,DF,Watford,30,1986,24.6,,27,,,,,,,,,,,46,,,,Matches,8aa5f52c
301,João Mário,pt POR,MF,West Ham,24,1993,11.4,,10,,,,,,,,,,,10,,,,Matches,f0021247
302,Anthony Martial,fr FRA,MFFW,Manchester Utd,21,1995,17.6,,15,,,,,,,,,,,4,,,,Matches,8b788c01
303,Cuco Martina,cw CUW,DFMF,Everton,27,1989,20.3,,32,,,,,,,,,,,46,,,,Matches,22551915
304,Bruno Martins Indi,nl NED,DF,Stoke City,25,1992,13.8,,11,,,,,,,,,,,19,,,,Matches,7bc34048
305,Arthur Masuaku,cd COD,MFDF,West Ham,23,1993,20.8,,34,,,,,,,,,,,27,,,,Matches,57df7a11
306,Juan Mata,es ESP,MFFW,Manchester Utd,29,1988,21.4,,15,,,,,,,,,,,14,,,,Matches,29733c72
307,Nemanja Matić,rs SRB,MF,Manchester Utd,28,1988,34.6,,44,,,,,,,,,,,67,,,,Matches,eb7822d7
308,Joël Matip,cm CMR,DF,Liverpool,25,1991,22.2,,25,,,,,,,,,,,39,,,,Matches,b217ef29
309,Konstantinos Mavropanos,gr GRE,DF,Arsenal,19,1997,2.2,,1,,,,,,,,,,,7,,,,Matches,00963611
310,Alfie Mawson,eng ENG,DF,Swansea City,23,1994,38.0,,24,,,,,,,,,,,43,,,,Matches,d368feb8
311,Eric Maxim Choupo-Moting,cm CMR,MFFW,Stoke City,28,1989,25.7,,32,,,,,,,,,,,23,,,,Matches,0e6bc38c
312,Chancel Mbemba,cd COD,DF,Newcastle,22,1994,7.5,,12,,,,,,,,,,,15,,,,Matches,e76cb9cc
313,James McArthur,sct SCO,MF,Crystal Palace,29,1987,27.0,,42,,,,,,,,,,,43,,,,Matches,cee31595
314,Gareth McAuley,nir NIR,DF,West Brom,37,1979,5.1,,7,,,,,,,,,,,11,,,,Matches,ac7d7378
315,Oliver McBurnie,sct SCO,FW,Swansea City,21,1996,3.1,,2,,,,,,,,,,,1,,,,Matches,78b8ac63
316,Alex McCarthy,eng ENG,GK,Southampton,27,1989,18.0,,0,,,,,,,,,,,1,,,,Matches,36c2ca73
317,James McCarthy,ie IRL,MF,Everton,26,1990,2.3,,9,,,,,,,,,,,6,,,,Matches,64b08de7
318,James McClean,ie IRL,MFFW,West Brom,28,1989,15.6,,27,,,,,,,,,,,20,,,,Matches,53538b39
319,Sam McQueen,eng ENG,DF,Southampton,22,1995,1.6,,4,,,,,,,,,,,3,,,,Matches,b27b49b4
320,Scott McTominay,sct SCO,MF,Manchester Utd,20,1996,7.0,,8,,,,,,,,,,,15,,,,Matches,d93c2511
321,Ben Mee,eng ENG,DF,Burnley,27,1989,29.0,,20,,,,,,,,,,,38,,,,Matches,8df7a2fb
322,Benjamin Mendy,fr FRA,DFMF,Manchester City,23,1994,4.0,,5,,,,,,,,,,,8,,,,Matches,5271c8f1
323,Mikel Merino,es ESP,MF,Newcastle,21,1996,15.0,,44,,,,,,,,,,,37,,,,Matches,d080ed5e
324,Per Mertesacker,de GER,DF,Arsenal,32,1984,4.1,,2,,,,,,,,,,,6,,,,Matches,5be28712
325,Roque Mesa,es ESP,MF,Swansea City,28,1989,8.4,,14,,,,,,,,,,,13,,,,Matches,7c4243d4
326,Simon Mignolet,be BEL,GK,Liverpool,29,1988,19.0,,1,,,,,,,,,,,0,,,,Matches,d436eb94
327,Luka Milivojević,rs SRB,MF,Crystal Palace,26,1991,34.2,,56,,,,,,,,,,,80,,,,Matches,2ce2508a
328,James Milner,eng ENG,MF,Liverpool,31,1986,19.7,,46,,,,,,,,,,,23,,,,Matches,2f90f6b8
329,Tyrone Mings,eng ENG,DF,Bournemouth,24,1993,2.2,,2,,,,,,,,,,,5,,,,Matches,8397a50c
330,Kevin Mirallas,be BEL,MFFW,Everton,29,1987,1.5,,3,,,,,,,,,,,0,,,,Matches,aa51343f
331,Aleksandar Mitrović,rs SRB,FW,Newcastle,22,1994,1.1,,1,,,,,,,,,,,0,,,,Matches,3925dbd6
332,Henrikh Mkhitaryan,am ARM,MFFW,Arsenal,28,1989,8.8,,14,,,,,,,,,,,10,,,,Matches,dd0daf32
333,Henrikh Mkhitaryan,am ARM,MF,Manchester Utd,28,1989,10.2,,11,,,,,,,,,,,10,,,,Matches,dd0daf32
334,Nacho Monreal,es ESP,DF,Arsenal,31,1986,24.9,,30,,,,,,,,,,,60,,,,Matches,d4cb83cc
335,Aaron Mooy,au AUS,MF,Huddersfield,26,1990,34.1,,61,,,,,,,,,,,38,,,,Matches,47b7e3af
336,Ederson Moraes,br BRA,GK,Manchester City,23,1993,35.5,,2,,,,,,,,,,,1,,,,Matches,3bb7b8b4
337,Álvaro Morata,es ESP,FW,Chelsea,24,1992,22.9,,10,,,,,,,,,,,6,,,,Matches,129af0db
338,Alberto Moreno,es ESP,DF,Liverpool,25,1992,14.1,,31,,,,,,,,,,,12,,,,Matches,11b9265b
339,Wes Morgan,jm JAM,DF,Leicester City,33,1984,31.3,,26,,,,,,,,,,,32,,,,Matches,80c31c97
340,James Morrison,sct SCO,MF,West Brom,31,1986,2.3,,1,,,,,,,,,,,1,,,,Matches,21a66e33
341,Victor Moses,ng NGA,MF,Chelsea,26,1990,23.4,,30,,,,,,,,,,,17,,,,Matches,e726e11e
342,Steve Mounié,bj BEN,FW,Huddersfield,22,1994,20.6,,8,,,,,,,,,,,9,,,,Matches,19ba6c6d
343,Lucas Moura,br BRA,MF,Tottenham,24,1992,2.3,,2,,,,,,,,,,,3,,,,Matches,2b622f01
344,Lys Mousset,fr FRA,MFFW,Bournemouth,21,1996,6.6,,5,,,,,,,,,,,2,,,,Matches,d9cfca3d
345,Jacob Murphy,eng ENG,MF,Newcastle,22,1995,12.8,,11,,,,,,,,,,,2,,,,Matches,de112b84
346,Jamie Murphy,sct SCO,MF,Brighton,27,1989,1.9,,2,,,,,,,,,,,1,,,,Matches,6c96b263
347,Glenn Murray,eng ENG,FW,Brighton,33,1983,24.4,,15,,,,,,,,,,,5,,,,Matches,f2f29dda
348,Charly Musonda Jr.,be BEL,MF,Chelsea,20,1996,0.4,,0,,,,,,,,,,,0,,,,Matches,62a0089e
349,Shkodran Mustafi,de GER,DF,Arsenal,25,1992,25.3,,46,,,,,,,,,,,56,,,,Matches,3f2d59fe
350,Boaz Myhill,wls WAL,GK,West Brom,34,1982,1.0,,0,,,,,,,,,,,0,,,,Matches,7ca2d989
351,Georges-Kévin N'Koudou,cm CMR,FWMF,Tottenham,22,1995,0.0,,0,,,,,,,,,,,0,,,,Matches,76c131da
352,Georges-Kévin N'Koudou,cm CMR,MF,Burnley,22,1995,2.5,,6,,,,,,,,,,,1,,,,Matches,76c131da
353,Luciano Narsingh,nl NED,FWMF,Swansea City,26,1990,6.9,,5,,,,,,,,,,,3,,,,Matches,977ffc24
354,Kyle Naughton,eng ENG,DFMF,Swansea City,28,1988,33.7,,61,,,,,,,,,,,69,,,,Matches,e860c42f
355,Badou Ndiaye,sn SEN,MF,Stoke City,26,1990,12.6,,30,,,,,,,,,,,14,,,,Matches,960acc0a
356,Wilfred Ndidi,ng NGA,MF,Leicester City,20,1996,32.2,,96,,,,,,,,,,,56,,,,Matches,6b47c5db
357,Reiss Nelson,eng ENG,MF,Arsenal,17,1999,1.6,,3,,,,,,,,,,,2,,,,Matches,c5bdb6e3
358,Julien Ngoy,be BEL,FWMF,Stoke City,19,1997,0.2,,1,,,,,,,,,,,0,,,,Matches,87449a74
359,Oumar Niasse,sn SEN,FW,Everton,27,1990,12.1,,6,,,,,,,,,,,4,,,,Matches,af721f98
360,Eddie Nketiah,eng ENG,FW,Arsenal,18,1999,0.2,,1,,,,,,,,,,,0,,,,Matches,a53649b7
361,Lukas Nmecha,de GER,FW,Manchester City,18,1998,0.2,,0,,,,,,,,,,,0,,,,Matches,0cc5f4a5
362,Mark Noble,eng ENG,MF,West Ham,30,1987,26.7,,39,,,,,,,,,,,54,,,,Matches,ff527768
363,Allan Nyom,cm CMR,DFMF,West Brom,29,1988,25.7,,41,,,,,,,,,,,29,,,,Matches,97572117
364,Aiden O'Neill,au AUS,MF,Burnley,19,1998,0.0,,,,,,,,,,,,,,,,,Matches,c7aee75b
365,Michael Obafemi,ie IRL,FW,Southampton,17,2000,0.1,,0,,,,,,,,,,,0,,,,Matches,caa1a7f0
366,Pedro Obiang,gq EQG,MF,West Ham,25,1992,17.4,,31,,,,,,,,,,,24,,,,Matches,ba1e04b3
367,Angelo Ogbonna,it ITA,DF,West Ham,29,1988,32.0,,25,,,,,,,,,,,62,,,,Matches,74b2cd7e
368,Stefano Okaka,it ITA,FW,Watford,27,1989,5.0,,5,,,,,,,,,,,0,,,,Matches,601ef102
369,Shinji Okazaki,jp JPN,MF,Leicester City,31,1986,14.7,,18,,,,,,,,,,,8,,,,Matches,68796d61
370,Martin Olsson,se SWE,DFMF,Swansea City,29,1988,35.0,,30,,,,,,,,,,,35,,,,Matches,2f72f79e
371,Divock Origi,be BEL,FWMF,Liverpool,22,1995,0.1,,0,,,,,,,,,,,0,,,,Matches,43a166b4
372,David Ospina,co COL,GK,Arsenal,28,1988,4.2,,0,,,,,,,,,,,0,,,,Matches,82b1198a
373,Nicolás Otamendi,ar ARG,DF,Manchester City,29,1988,33.0,,45,,,,,,,,,,,51,,,,Matches,0d267745
374,Reece Oxford,eng ENG,DF,West Ham,18,1998,0.1,,1,,,,,,,,,,,0,,,,Matches,8b6e0db2
375,Alex Oxlade-Chamberlain,eng ENG,MF,Liverpool,23,1993,16.6,,20,,,,,,,,,,,23,,,,Matches,38c7feef
376,Alex Oxlade-Chamberlain,eng ENG,MF,Arsenal,23,1993,2.7,,3,,,,,,,,,,,8,,,,Matches,38c7feef
377,Mesut Özil,de GER,MFFW,Arsenal,28,1988,24.0,,13,,,,,,,,,,,11,,,,Matches,16380240
378,Kasey Palmer,jm JAM,MF,Huddersfield,20,1996,1.9,,3,,,,,,,,,,,0,,,,Matches,453f566a
379,Emerson Palmieri,it ITA,MF,Chelsea,22,1994,3.1,,3,,,,,,,,,,,2,,,,Matches,e0bc6fdc
380,Pedro,es ESP,MFFW,Chelsea,30,1987,16.9,,13,,,,,,,,,,,13,,,,Matches,3ca7254a
381,Roberto Pereyra,ar ARG,MFFW,Watford,26,1991,18.0,,10,,,,,,,,,,,12,,,,Matches,75f2c59f
382,Ayoze Pérez,es ESP,MF,Newcastle,24,1993,27.7,,25,,,,,,,,,,,26,,,,Matches,819aa8e7
383,Matt Phillips,sct SCO,MF,West Brom,26,1991,23.3,,16,,,,,,,,,,,25,,,,Matches,7bb5f40e
384,Jordan Pickford,eng ENG,GK,Everton,23,1994,38.0,,0,,,,,,,,,,,4,,,,Matches,4806ec67
385,Jérémy Pied,fr FRA,DF,Southampton,28,1989,2.0,,6,,,,,,,,,,,9,,,,Matches,a634b9d2
386,Erik Pieters,nl NED,MFDF,Stoke City,28,1988,30.2,,47,,,,,,,,,,,70,,,,Matches,1ef37668
387,Paul Pogba,fr FRA,MF,Manchester Utd,24,1993,23.9,,25,,,,,,,,,,,23,,,,Matches,867239d3
388,Nick Pope,eng ENG,GK,Burnley,25,1992,34.6,,0,,,,,,,,,,,0,,,,Matches,4b40d9ca
389,Alex Pritchard,eng ENG,MFFW,Huddersfield,24,1993,11.1,,9,,,,,,,,,,,6,,,,Matches,ff9fcd4d
390,Sebastian Prödl,at AUT,DF,Watford,30,1987,17.4,,17,,,,,,,,,,,31,,,,Matches,f5e6d08d
391,Davy Pröpper,nl NED,MF,Brighton,25,1991,34.7,,44,,,,,,,,,,,60,,,,Matches,fdd85f94
392,Marc Pugh,eng ENG,MF,Bournemouth,30,1987,10.9,,5,,,,,,,,,,,13,,,,Matches,9aacb284
393,Jason Puncheon,eng ENG,MF,Crystal Palace,31,1986,6.3,,4,,,,,,,,,,,7,,,,Matches,fd3f57ce
394,Collin Quaner,de GER,MF,Huddersfield,26,1991,14.2,,18,,,,,,,,,,,13,,,,Matches,19b8b0b9
395,Sandro Ramírez,es ESP,FW,Everton,22,1995,3.1,,1,,,,,,,,,,,1,,,,Matches,833fb62e
396,Aaron Ramsey,wls WAL,MF,Arsenal,26,1990,20.5,,26,,,,,,,,,,,25,,,,Matches,ef619b0b
397,Àngel Rangel,es ESP,DF,Swansea City,34,1982,1.7,,2,,,,,,,,,,,3,,,,Matches,93ee387c
398,Marcus Rashford,eng ENG,MFFW,Manchester Utd,19,1997,20.1,,13,,,,,,,,,,,8,,,,Matches,a1d5bd30
399,Nathan Redmond,eng ENG,MF,Southampton,23,1994,21.6,,19,,,,,,,,,,,16,,,,Matches,ab651565
400,Winston Reid,nz NZL,DF,West Ham,29,1988,16.1,,10,,,,,,,,,,,23,,,,Matches,562eed5c
401,Declan Rice,eng ENG,DFMF,West Ham,18,1999,15.9,,23,,,,,,,,,,,28,,,,Matches,1c7012b8
402,Richarlison,br BRA,MFFW,Watford,20,1997,31.4,,44,,,,,,,,,,,24,,,,Matches,fa031b34
403,Jaïro Riedewald,nl NED,MFDF,Crystal Palace,20,1996,4.9,,9,,,,,,,,,,,13,,,,Matches,7a1f2c08
404,Matt Ritchie,sct SCO,MF,Newcastle,27,1989,31.2,,34,,,,,,,,,,,41,,,,Matches,71ef519e
405,Connor Roberts,wls WAL,MF,Swansea City,21,1995,3.0,,4,,,,,,,,,,,3,,,,Matches,24fae784
406,Andy Robertson,sct SCO,DF,Liverpool,23,1994,21.6,,17,,,,,,,,,,,31,,,,Matches,2e4f5f03
407,Hal Robson-Kanu,wls WAL,FW,West Brom,28,1989,9.2,,4,,,,,,,,,,,5,,,,Matches,fb2dec57
408,Jay Rodriguez,eng ENG,FWMF,West Brom,28,1989,31.2,,24,,,,,,,,,,,19,,,,Matches,4ab53cdb
409,Marcos Rojo,ar ARG,DF,Manchester Utd,27,1990,7.1,,6,,,,,,,,,,,9,,,,Matches,e0991c04
410,Sergio Romero,ar ARG,GK,Manchester Utd,30,1987,1.0,,0,,,,,,,,,,,0,,,,Matches,1e26e376
411,Oriol Romeu,es ESP,MF,Southampton,25,1991,32.2,,63,,,,,,,,,,,70,,,,Matches,4b511457
412,Salomón Rondón,ve VEN,FW,West Brom,27,1989,30.7,,11,,,,,,,,,,,17,,,,Matches,b318a643
413,Wayne Rooney,eng ENG,MFFW,Everton,31,1985,25.2,,18,,,,,,,,,,,17,,,,Matches,f07be45a
414,Danny Rose,eng ENG,DFMF,Tottenham,27,1990,8.9,,12,,,,,,,,,,,10,,,,Matches,89d10e53
415,Liam Rosenior,eng ENG,DF,Brighton,33,1984,1.8,,3,,,,,,,,,,,4,,,,Matches,8b0d6fe9
416,Wayne Routledge,eng ENG,MFFW,Swansea City,32,1985,4.8,,6,,,,,,,,,,,3,,,,Matches,1d387eee
417,Antonio Rüdiger,de GER,DF,Chelsea,24,1993,26.0,,22,,,,,,,,,,,25,,,,Matches,18b896d6
418,Mathew Ryan,au AUS,GK,Brighton,25,1992,38.0,,0,,,,,,,,,,,3,,,,Matches,4535e4bb
419,Abdelhamid Sabiri,ma MAR,MF,Huddersfield,20,1996,2.4,,3,,,,,,,,,,,1,,,,Matches,4830e0af
420,Henri Saivet,sn SEN,MF,Newcastle,26,1990,0.9,,2,,,,,,,,,,,4,,,,Matches,f3709655
421,Diafra Sakho,sn SEN,FW,West Ham,27,1989,3.4,,2,,,,,,,,,,,1,,,,Matches,57c433c8
422,Mamadou Sakho,fr FRA,DF,Crystal Palace,27,1990,17.8,,16,,,,,,,,,,,34,,,,Matches,87935cf3
423,Bakary Sako,ml MLI,FW,Crystal Palace,29,1988,5.3,,6,,,,,,,,,,,1,,,,Matches,381d7d54
424,Mohamed Salah,eg EGY,FW,Liverpool,25,1992,32.3,,9,,,,,,,,,,,7,,,,Matches,e342ad68
425,Renato Sanches,pt POR,MFFW,Swansea City,19,1997,7.8,,8,,,,,,,,,,,8,,,,Matches,032f894e
426,Alexis Sánchez,cl CHI,MF,Arsenal,28,1988,16.7,,10,,,,,,,,,,,6,,,,Matches,2c0f8e9e
427,Alexis Sánchez,cl CHI,FWMF,Manchester Utd,28,1988,11.6,,17,,,,,,,,,,,16,,,,Matches,2c0f8e9e
428,Davinson Sánchez,co COL,DF,Tottenham,21,1996,28.2,,22,,,,,,,,,,,46,,,,Matches,da7b447d
429,Leroy Sané,de GER,FWMF,Manchester City,21,1996,26.9,,20,,,,,,,,,,,16,,,,Matches,2b114be3
430,Ezequiel Schelotto,it ITA,DF,Brighton,28,1989,14.6,,13,,,,,,,,,,,22,,,,Matches,a6e316c1
431,Christopher Schindler,de GER,DF,Huddersfield,27,1990,36.3,,60,,,,,,,,,,,77,,,,Matches,8ae9869d
432,Jeffrey Schlupp,gh GHA,DFMF,Crystal Palace,24,1992,19.4,,37,,,,,,,,,,,27,,,,Matches,3312f911
433,Kasper Schmeichel,dk DEN,GK,Leicester City,30,1986,32.9,,0,,,,,,,,,,,0,,,,Matches,53af52f3
434,Morgan Schneiderlin,fr FRA,MF,Everton,27,1989,23.7,,40,,,,,,,,,,,65,,,,Matches,51b41c5c
435,Xherdan Shaqiri,ch SUI,MFFW,Stoke City,25,1991,33.8,,20,,,,,,,,,,,18,,,,Matches,6421ec64
436,Luke Shaw,eng ENG,DF,Manchester Utd,22,1995,8.8,,16,,,,,,,,,,,3,,,,Matches,9c94165b
