,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
217,Marc Guéhi,eng ENG,DF,Crystal Palace,23,2000,22.5,,16,,,,,,,,,,,15,,,,Matches,d0706b27
218,Idrissa Gueye,sn SEN,MF,Everton,33,1989,20.9,,41,,,,,,,,,,,28,,,,Matches,72c812f3
219,Bruno Guimarães,br BRA,MF,Newcastle,25,1997,36.3,,52,,,,,,,,,,,31,,,,Matches,82518f62
220,Malo Gusto,fr FRA,DFMF,Chelsea,20,2003,19.5,,29,,,,,,,,,,,17,,,,Matches,d56b9520
221,Joško Gvardiol,hr CRO,DF,Manchester City,21,2002,25.9,,33,,,,,,,,,,,27,,,,Matches,5ad50391
222,Erling Haaland,no NOR,FWMF,Manchester City,23,2000,28.4,,3,,,,,,,,,,,2,,,,Matches,1f44ac21
223,Antwoine Hackford,eng ENG,FW,Sheffield United,19,2004,0.1,,0,,,,,,,,,,,0,,,,Matches,a7588cdc
224,Lewis Hall,eng ENG,DF,Newcastle,18,2004,8.7,,17,,,,,,,,,,,13,,,,Matches,da011f18
225,Gustavo Hamer,nl NED,MF,Sheffield United,26,1997,32.3,,20,,,,,,,,,,,26,,,,Matches,eebacc07
226,Luke Harris,wls WAL,MF,Fulham,18,2005,0.8,,1,,,,,,,,,,,0,,,,Matches,8c3078cd
227,Jack Harrison,eng ENG,MF,Everton,26,1996,24.6,,22,,,,,,,,,,,11,,,,Matches,aa849a12
228,Daiki Hashioka,jp JPN,DFMF,Luton Town,24,1999,6.6,,6,,,,,,,,,,,8,,,,Matches,10cb48b7
229,Kai Havertz,de GER,MFFW,Arsenal,24,1999,29.3,,17,,,,,,,,,,,18,,,,Matches,fed7cb61
230,Jan Paul van Hecke,nl NED,DF,Brighton,23,2000,26.3,,25,,,,,,,,,,,30,,,,Matches,4fd08daa
231,Hwang Hee-chan,kr KOR,FWMF,Wolves,27,1996,23.5,,10,,,,,,,,,,,9,,,,Matches,169fd162
232,Dean Henderson,eng ENG,GK,Crystal Palace,26,1997,18.0,,1,,,,,,,,,,,0,,,,Matches,e5a76dfe
233,Rico Henry,jm JAM,DF,Brentford,26,1997,4.5,,5,,,,,,,,,,,5,,,,Matches,8a3c1dc7
234,Son Heung-min,kr KOR,FWMF,Tottenham,31,1992,32.6,,13,,,,,,,,,,,8,,,,Matches,92e7e919
235,Aaron Hickey,sct SCO,DFMF,Brentford,21,2002,7.9,,10,,,,,,,,,,,3,,,,Matches,1780bb4a
236,James Hill,eng ENG,DF,Bournemouth,21,2002,0.8,,2,,,,,,,,,,,3,,,,Matches,69942fb3
237,Jack Hinshelwood,eng ENG,DFMF,Brighton,18,2005,9.7,,5,,,,,,,,,,,14,,,,Matches,e98211e7
238,Mason Holgate,jm JAM,DF,Sheffield United,26,1996,7.9,,7,,,,,,,,,,,10,,,,Matches,d0042ab9
239,Callum Hudson-Odoi,eng ENG,MFFW,Nottingham,22,2000,20.6,,8,,,,,,,,,,,6,,,,Matches,15f3ec41
240,Will Hughes,eng ENG,MF,Crystal Palace,28,1995,21.0,,33,,,,,,,,,,,18,,,,Matches,a0666d3e
241,Pierre Højbjerg,dk DEN,MF,Tottenham,27,1995,14.6,,16,,,,,,,,,,,16,,,,Matches,8b04d6c1
242,Rasmus Højlund,dk DEN,FW,Manchester Utd,20,2003,24.0,,6,,,,,,,,,,,1,,,,Matches,491a433d
243,Igor,br BRA,DF,Brighton,25,1998,18.2,,18,,,,,,,,,,,14,,,,Matches,a4e85758
244,Danny Ings,eng ENG,FWMF,West Ham,31,1992,4.5,,3,,,,,,,,,,,4,,,,Matches,07802f7f
245,Tim Iroegbunam,eng ENG,MF,Aston Villa,20,2003,1.8,,4,,,,,,,,,,,3,,,,Matches,84c5ceea
246,Alexander Isak,se SWE,FW,Newcastle,23,1999,25.1,,0,,,,,,,,,,,6,,,,Matches,8e92be30
247,Alex Iwobi,ng NGA,MF,Everton,27,1996,1.6,,0,,,,,,,,,,,1,,,,Matches,6ca5ec4b
248,Alex Iwobi,ng NGA,MF,Fulham,27,1996,24.4,,16,,,,,,,,,,,15,,,,Matches,6ca5ec4b
249,Nicolas Jackson,sn SEN,FW,Chelsea,22,2001,31.1,,14,,,,,,,,,,,4,,,,Matches,9c36ed83
250,Reece James,eng ENG,DFMF,Chelsea,23,1999,4.7,,9,,,,,,,,,,,3,,,,Matches,1265a93a
251,Vitaly Janelt,de GER,MFDF,Brentford,25,1998,33.9,,36,,,,,,,,,,,37,,,,Matches,8449d35e
252,Daniel Jebbison,ca CAN,FW,Sheffield United,19,2003,0.2,,0,,,,,,,,,,,0,,,,Matches,03edb878
253,Mathias Jensen,dk DEN,MF,Brentford,27,1996,24.5,,33,,,,,,,,,,,21,,,,Matches,0f134faf
254,Gabriel Jesus,br BRA,FW,Arsenal,26,1997,16.4,,17,,,,,,,,,,,13,,,,Matches,b66315ae
255,Raúl Jiménez,mx MEX,FW,Fulham,32,1991,15.5,,12,,,,,,,,,,,4,,,,Matches,b561db50
256,João Pedro,br BRA,MFFW,Brighton,21,2001,22.7,,15,,,,,,,,,,,10,,,,Matches,e8832875
257,Joelinton,br BRA,MFFW,Newcastle,26,1996,14.2,,26,,,,,,,,,,,19,,,,Matches,c17bfb65
258,Ben Johnson,eng ENG,MFDF,West Ham,23,2000,6.0,,6,,,,,,,,,,,5,,,,Matches,9319781b
259,Brennan Johnson,wls WAL,MFFW,Tottenham,22,2001,23.2,,15,,,,,,,,,,,9,,,,Matches,0cd31129
260,Brennan Johnson,wls WAL,FWMF,Nottingham,22,2001,2.6,,0,,,,,,,,,,,0,,,,Matches,0cd31129
261,Joseph Johnson,eng ENG,DF,Luton Town,17,2006,0.9,,0,,,,,,,,,,,0,,,,Matches,d9e7c4da
262,Sam Johnstone,eng ENG,GK,Crystal Palace,30,1993,20.0,,0,,,,,,,,,,,1,,,,Matches,9e5708be
263,Curtis Jones,eng ENG,MF,Liverpool,22,2001,13.0,,14,,,,,,,,,,,7,,,,Matches,4fb9c88f
264,Jorginho,it ITA,MF,Arsenal,31,1991,10.2,,10,,,,,,,,,,,11,,,,Matches,45db685d
265,Diogo Jota,pt POR,FW,Liverpool,26,1996,12.7,,13,,,,,,,,,,,7,,,,Matches,178ae8f8
266,Mads Juel Andersen,dk DEN,DF,Luton Town,25,1997,4.4,,5,,,,,,,,,,,8,,,,Matches,f098c03e
267,Hamed Junior Traorè,ci CIV,MF,Bournemouth,23,2000,0.5,,0,,,,,,,,,,,0,,,,Matches,570bb4b9
268,Mathias Jørgensen,dk DEN,DF,Brentford,33,1990,12.1,,12,,,,,,,,,,,11,,,,Matches,0db5d2c8
269,Issa Kaboré,bf BFA,MFDF,Luton Town,22,2001,19.2,,28,,,,,,,,,,,15,,,,Matches,c066d1a5
270,Saša Kalajdžić,at AUT,FW,Wolves,26,1997,1.8,,2,,,,,,,,,,,1,,,,Matches,15f24fe7
271,Boubacar Kamara,fr FRA,MF,Aston Villa,23,1999,18.4,,30,,,,,,,,,,,20,,,,Matches,cc77354e
272,Willy Kambwala,fr FRA,DF,Manchester Utd,18,2004,3.7,,1,,,,,,,,,,,4,,,,Matches,6a7353d7
273,Thomas Kaminski,be BEL,GK,Luton Town,30,1992,37.8,,1,,,,,,,,,,,0,,,,Matches,1caa93a5
274,Loris Karius,de GER,GK,Newcastle,30,1993,1.0,,0,,,,,,,,,,,0,,,,Matches,32e7ce92
275,Michael Keane,eng ENG,DF,Everton,30,1993,4.9,,3,,,,,,,,,,,5,,,,Matches,c5b7c315
276,Thilo Kehrer,de GER,DF,West Ham,26,1996,0.2,,1,,,,,,,,,,,0,,,,Matches,51dbeea9
277,Caoimhín Kelleher,ie IRL,GK,Liverpool,24,1998,10.0,,0,,,,,,,,,,,0,,,,Matches,62d7ef38
278,Lloyd Kelly,eng ENG,DF,Bournemouth,24,1998,17.3,,20,,,,,,,,,,,13,,,,Matches,f31def1e
279,Omari Kellyman,eng ENG,FWMF,Aston Villa,17,2005,0.4,,0,,,,,,,,,,,0,,,,Matches,aa888da7
280,Milos Kerkez,hu HUN,DF,Bournemouth,19,2003,21.9,,25,,,,,,,,,,,16,,,,Matches,0ad53bdc
281,Kaine Kesler-Hayden,eng ENG,DFMF,Aston Villa,20,2002,0.1,,0,,,,,,,,,,,0,,,,Matches,9b066938
282,Max Kilman,eng ENG,DF,Wolves,26,1997,38.0,,19,,,,,,,,,,,38,,,,Matches,d0f72bf1
283,Jakub Kiwior,pl POL,DF,Arsenal,23,2000,10.5,,13,,,,,,,,,,,7,,,,Matches,dc3e663e
284,Justin Kluivert,nl NED,MF,Bournemouth,24,1999,21.3,,17,,,,,,,,,,,7,,,,Matches,4c3a6744
285,Luca Koleosho,it ITA,MFFW,Burnley,18,2004,10.8,,5,,,,,,,,,,,2,,,,Matches,fc076f78
286,Ibrahima Konaté,fr FRA,DF,Liverpool,24,1999,17.5,,23,,,,,,,,,,,19,,,,Matches,5ed9b537
287,Ezri Konsa,eng ENG,DF,Aston Villa,25,1997,34.1,,33,,,,,,,,,,,26,,,,Matches,0313a347
288,Cheikhou Kouyaté,sn SEN,MF,Nottingham,33,1989,2.4,,5,,,,,,,,,,,2,,,,Matches,8d3c902d
289,Mateo Kovačić,hr CRO,MF,Manchester City,29,1994,17.2,,26,,,,,,,,,,,10,,,,Matches,79c0821a
290,Emil Krafth,se SWE,DF,Newcastle,28,1994,10.1,,11,,,,,,,,,,,8,,,,Matches,77cf6852
291,Mohammed Kudus,gh GHA,MF,West Ham,22,2000,27.6,,46,,,,,,,,,,,11,,,,Matches,b62878a5
292,Dejan Kulusevski,se SWE,MFFW,Tottenham,23,2000,30.7,,33,,,,,,,,,,,17,,,,Matches,df3cda47
293,Adam Lallana,eng ENG,MF,Brighton,35,1988,9.4,,3,,,,,,,,,,,3,,,,Matches,99813635
294,Tariq Lamptey,gh GHA,DFMF,Brighton,22,2000,10.2,,14,,,,,,,,,,,5,,,,Matches,f4e433d4
295,Aymeric Laporte,es ESP,DF,Manchester City,29,1994,0.1,,0,,,,,,,,,,,0,,,,Matches,119b9a8e
296,Yasser Larouci,dz ALG,MF,Sheffield United,22,2001,5.9,,9,,,,,,,,,,,7,,,,Matches,0ed063d6
297,Jamaal Lascelles,eng ENG,DF,Newcastle,29,1993,12.0,,9,,,,,,,,,,,5,,,,Matches,450ab6fc
298,Roméo Lavia,be BEL,MF,Chelsea,19,2004,0.4,,0,,,,,,,,,,,0,,,,Matches,ecad9aa5
299,Mario Lemina,ga GAB,MF,Wolves,29,1993,33.0,,58,,,,,,,,,,,41,,,,Matches,2b471f99
300,Clément Lenglet,fr FRA,DF,Aston Villa,28,1995,12.8,,9,,,,,,,,,,,8,,,,Matches,4f28a6ff
301,Bernd Leno,de GER,GK,Fulham,31,1992,38.0,,0,,,,,,,,,,,0,,,,Matches,2628fd2b
302,Jefferson Lerma,co COL,MFDF,Crystal Palace,28,1994,26.7,,25,,,,,,,,,,,36,,,,Matches,9b5ce51a
303,Rico Lewis,eng ENG,DFMF,Manchester City,18,2004,9.0,,7,,,,,,,,,,,4,,,,Matches,b57e066e
304,Keane Lewis-Potter,eng ENG,FWMF,Brentford,22,2001,16.0,,7,,,,,,,,,,,7,,,,Matches,41f08ac8
305,Victor Lindelöf,se SWE,DF,Manchester Utd,29,1994,14.8,,11,,,,,,,,,,,13,,,,Matches,f5deef4c
306,Tino Livramento,eng ENG,DF,Newcastle,20,2002,14.6,,14,,,,,,,,,,,24,,,,Matches,afed6722
307,Giovani Lo Celso,ar ARG,MF,Tottenham,27,1996,5.6,,13,,,,,,,,,,,5,,,,Matches,d7553721
308,Tom Lockyer,wls WAL,DF,Luton Town,28,1994,13.0,,16,,,,,,,,,,,23,,,,Matches,37118440
309,Sean Longstaff,eng ENG,MF,Newcastle,25,1997,30.5,,31,,,,,,,,,,,16,,,,Matches,a2b105e0
310,Max Lowe,eng ENG,MFDF,Sheffield United,26,1997,5.6,,9,,,,,,,,,,,4,,,,Matches,7af88b33
311,Douglas Luiz,br BRA,MF,Aston Villa,25,1998,33.3,,37,,,,,,,,,,,22,,,,Matches,6f7d826d
312,Saša Lukić,rs SRB,MF,Fulham,26,1996,12.5,,21,,,,,,,,,,,14,,,,Matches,c6e8cf1f
313,Ian Maatsen,nl NED,MF,Chelsea,21,2002,2.3,,2,,,,,,,,,,,3,,,,Matches,cab9634e
314,Alexis Mac Allister,ar ARG,MF,Liverpool,24,1998,28.9,,52,,,,,,,,,,,32,,,,Matches,83d074ff
315,James Maddison,eng ENG,MF,Tottenham,26,1996,23.7,,19,,,,,,,,,,,14,,,,Matches,ee38d9c5
316,Noni Madueke,eng ENG,MF,Chelsea,21,2002,11.7,,11,,,,,,,,,,,4,,,,Matches,bf34eebd
317,Gabriel Magalhães,br BRA,DF,Arsenal,25,1997,33.8,,29,,,,,,,,,,,29,,,,Matches,67ac5bb8
318,Harry Maguire,eng ENG,DF,Manchester Utd,30,1993,18.4,,17,,,,,,,,,,,24,,,,Matches,d8931174
319,Kobbie Mainoo,eng ENG,MF,Manchester Utd,18,2005,21.4,,26,,,,,,,,,,,22,,,,Matches,c6220452
320,Orel Mangala,be BEL,MF,Nottingham,25,1998,17.4,,12,,,,,,,,,,,27,,,,Matches,a572e291
321,Benson Manuel,ao ANG,MF,Burnley,26,1997,1.3,,2,,,,,,,,,,,0,,,,Matches,d7f99582
322,Solly March,eng ENG,MFDF,Brighton,29,1994,6.2,,13,,,,,,,,,,,11,,,,Matches,bb5fbd2b
323,Anthony Martial,fr FRA,FW,Manchester Utd,27,1995,5.0,,1,,,,,,,,,,,0,,,,Matches,8b788c01
324,Gabriel Martinelli,br BRA,FW,Arsenal,22,2001,22.4,,23,,,,,,,,,,,4,,,,Matches,48a5a5d6
325,Emiliano Martínez,ar ARG,GK,Aston Villa,30,1992,33.5,,0,,,,,,,,,,,0,,,,Matches,7956236f
326,Lisandro Martínez,ar ARG,DF,Manchester Utd,25,1998,7.2,,9,,,,,,,,,,,5,,,,Matches,bac46a10
327,Han-Noah Massengo,fr FRA,MF,Burnley,22,2001,0.2,,1,,,,,,,,,,,0,,,,Matches,eba1e557
328,Pape Matar Sarr,sn SEN,MF,Tottenham,20,2002,23.0,,24,,,,,,,,,,,30,,,,Matches,feb5d972
329,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,26,1997,25.4,,16,,,,,,,,,,,4,,,,Matches,50e6dc35
330,Joël Matip,cm CMR,DF,Liverpool,31,1991,8.7,,7,,,,,,,,,,,9,,,,Matches,b217ef29
331,Alex Matos,eng ENG,MF,Chelsea,18,2004,0.0,,0,,,,,,,,,,,0,,,,Matches,ed383e43
332,Remi Matthews,eng ENG,GK,Crystal Palace,29,1994,0.0,,0,,,,,,,,,,,0,,,,Matches,27f4f772
333,Neal Maupay,fr FRA,FW,Everton,26,1996,1.2,,0,,,,,,,,,,,0,,,,Matches,4bcf39f6
334,Neal Maupay,fr FRA,FW,Brentford,26,1996,14.7,,7,,,,,,,,,,,2,,,,Matches,4bcf39f6
335,Konstantinos Mavropanos,gr GRE,DF,West Ham,25,1997,16.7,,15,,,,,,,,,,,24,,,,Matches,00963611
336,Bryan Mbeumo,cm CMR,FW,Brentford,23,1999,21.8,,9,,,,,,,,,,,7,,,,Matches,6afaebf2
337,James Mcatee,eng ENG,MF,Manchester City,20,2002,0.0,,0,,,,,,,,,,,0,,,,Matches,96593e89
338,James Mcatee,eng ENG,MFFW,Sheffield United,20,2002,20.2,,20,,,,,,,,,,,11,,,,Matches,96593e89
339,Oliver McBurnie,sct SCO,FW,Sheffield United,27,1996,14.2,,6,,,,,,,,,,,5,,,,Matches,78b8ac63
340,James McConnell,eng ENG,MF,Liverpool,18,2004,0.0,,0,,,,,,,,,,,1,,,,Matches,bf973eeb
341,John McGinn,sct SCO,MF,Aston Villa,28,1994,33.3,,34,,,,,,,,,,,20,,,,Matches,90f91999
342,Scott McKenna,sct SCO,DF,Nottingham,26,1996,4.6,,0,,,,,,,,,,,4,,,,Matches,4e5a4cbc
343,Dwight McNeil,eng ENG,MF,Everton,23,1999,32.1,,27,,,,,,,,,,,20,,,,Matches,fc15fb84
344,Scott McTominay,sct SCO,MFFW,Manchester Utd,26,1996,21.1,,23,,,,,,,,,,,14,,,,Matches,d93c2511
345,Ben Mee,eng ENG,DF,Brentford,33,1989,14.1,,14,,,,,,,,,,,13,,,,Matches,8df7a2fb
346,Hannibal Mejbri,tn TUN,MF,Manchester Utd,20,2003,1.5,,3,,,,,,,,,,,0,,,,Matches,ca22ccb0
347,Teden Mengi,eng ENG,DF,Luton Town,21,2002,27.4,,22,,,,,,,,,,,54,,,,Matches,91748070
348,Chris Mepham,wls WAL,DF,Bournemouth,25,1997,6.9,,11,,,,,,,,,,,5,,,,Matches,fed96827
349,Lewis Miley,eng ENG,MF,Newcastle,17,2006,13.4,,21,,,,,,,,,,,8,,,,Matches,2c6835e5
350,James Milner,eng ENG,DFMF,Brighton,37,1986,8.6,,14,,,,,,,,,,,8,,,,Matches,2f90f6b8
351,Tyrone Mings,eng ENG,DF,Aston Villa,30,1993,0.3,,0,,,,,,,,,,,1,,,,Matches,8397a50c
352,Tyrick Mitchell,eng ENG,DFMF,Crystal Palace,23,1999,35.6,,59,,,,,,,,,,,24,,,,Matches,5cbd1eb0
353,Kaoru Mitoma,jp JPN,MFFW,Brighton,26,1997,16.5,,5,,,,,,,,,,,5,,,,Matches,74618572
354,Aleksandar Mitrović,rs SRB,FW,Fulham,28,1994,0.4,,0,,,,,,,,,,,0,,,,Matches,3925dbd6
355,Jakub Moder,pl POL,MFDF,Brighton,24,1999,6.9,,10,,,,,,,,,,,1,,,,Matches,f230bc30
356,Gonzalo Montiel,ar ARG,DF,Nottingham,26,1997,8.9,,19,,,,,,,,,,,7,,,,Matches,374d5158
357,Kieffer Moore,wls WAL,DFFW,Bournemouth,30,1992,1.2,,0,,,,,,,,,,,0,,,,Matches,01ce9e70
358,Mikey Moore,eng ENG,MF,Tottenham,15,2007,0.0,,0,,,,,,,,,,,0,,,,Matches,00953a9d
359,Ederson Moraes,br BRA,GK,Manchester City,29,1993,30.9,,0,,,,,,,,,,,0,,,,Matches,3bb7b8b4
360,Álex Moreno,es ESP,DF,Aston Villa,30,1993,11.5,,12,,,,,,,,,,,11,,,,Matches,16e9d0ea
361,Carlton Morris,eng ENG,FWMF,Luton Town,27,1995,31.8,,9,,,,,,,,,,,1,,,,Matches,2da834f1
362,Mason Mount,eng ENG,MF,Manchester Utd,24,1999,5.7,,14,,,,,,,,,,,6,,,,Matches,9674002f
363,Divin Mubama,eng ENG,FW,West Ham,18,2004,0.9,,0,,,,,,,,,,,0,,,,Matches,92868cb5
364,Mykhailo Mudryk,ua UKR,MF,Chelsea,22,2001,17.5,,13,,,,,,,,,,,9,,,,Matches,049a888d
365,Rodrigo Muniz,br BRA,FW,Fulham,22,2001,17.7,,4,,,,,,,,,,,6,,,,Matches,a755db8c
366,Daniel Muñoz,co COL,MFDF,Crystal Palace,27,1996,16.0,,36,,,,,,,,,,,23,,,,Matches,778ef829
367,Finley Munroe,eng ENG,DF,Aston Villa,18,2005,0.0,,0,,,,,,,,,,,0,,,,Matches,36625c27
368,Arijanet Muric,xk KVX,GK,Burnley,24,1998,10.0,,1,,,,,,,,,,,0,,,,Matches,99aa1a84
369,Murillo,br BRA,DF,Nottingham,21,2002,31.0,,33,,,,,,,,,,,40,,,,Matches,1704b0b8
370,Alex Murphy,ie IRL,DF,Newcastle,19,2004,0.1,,1,,,,,,,,,,,1,,,,Matches,f1c42eb3
371,Jacob Murphy,eng ENG,FWMF,Newcastle,28,1995,13.2,,12,,,,,,,,,,,5,,,,Matches,de112b84
372,Vitaliy Mykolenko,ua UKR,DF,Everton,24,1999,27.4,,37,,,,,,,,,,,34,,,,Matches,30d4a2e5
373,Marvelous Nakamba,zw ZIM,MF,Luton Town,29,1994,12.6,,26,,,,,,,,,,,10,,,,Matches,de5b5570
374,Michael Ndiweni,eng ENG,MF,Newcastle,19,2003,0.0,,0,,,,,,,,,,,0,,,,Matches,8aff2b51
375,Reiss Nelson,eng ENG,FW,Arsenal,23,1999,3.0,,5,,,,,,,,,,,1,,,,Matches,c5bdb6e3
376,Zack Nelson,eng ENG,MF,Luton Town,18,2005,0.1,,0,,,,,,,,,,,0,,,,Matches,de0abf23
377,Neto,br BRA,GK,Bournemouth,34,1989,32.0,,0,,,,,,,,,,,1,,,,Matches,a9dc785c
378,Pedro Neto,pt POR,MFFW,Wolves,23,2000,16.8,,4,,,,,,,,,,,5,,,,Matches,7ba2eaa9
379,Moussa Niakhaté,sn SEN,DF,Nottingham,27,1996,16.2,,25,,,,,,,,,,,14,,,,Matches,00242715
380,Eddie Nketiah,eng ENG,FW,Arsenal,24,1999,12.0,,7,,,,,,,,,,,4,,,,Matches,a53649b7
381,Christopher Nkunku,fr FRA,MFFW,Chelsea,25,1997,4.9,,4,,,,,,,,,,,2,,,,Matches,7c56da38
382,Rhys Norrington-Davies,wls WAL,DF,Sheffield United,24,1999,1.2,,1,,,,,,,,,,,1,,,,Matches,ca76b087
383,Oliver Norwood,nir NIR,MF,Sheffield United,32,1991,16.0,,26,,,,,,,,,,,19,,,,Matches,43439614
384,Matheus Nunes,pt POR,MF,Wolves,24,1998,2.0,,1,,,,,,,,,,,5,,,,Matches,e6af02e0
385,Matheus Nunes,pt POR,MFFW,Manchester City,24,1998,7.3,,6,,,,,,,,,,,1,,,,Matches,e6af02e0
386,Darwin Núñez,uy URU,FW,Liverpool,24,1999,22.7,,13,,,,,,,,,,,2,,,,Matches,4d77b365
387,Ethan Nwaneri,eng ENG,MF,Arsenal,16,2007,0.2,,0,,,,,,,,,,,0,,,,Matches,7f94982c
388,Christian Nørgaard,dk DEN,MF,Brentford,29,1994,27.8,,50,,,,,,,,,,,53,,,,Matches,df0a4c90
389,Mark O'Mahony,ie IRL,FW,Brighton,18,2005,0.7,,0,,,,,,,,,,,0,,,,Matches,a3afdd69
390,Dara O'Shea,ie IRL,DF,Burnley,24,1999,32.1,,18,,,,,,,,,,,33,,,,Matches,1d042188
391,Michael Obafemi,ie IRL,FW,Burnley,23,2000,0.2,,0,,,,,,,,,,,0,,,,Matches,caa1a7f0
392,Wilson Odobert,fr FRA,MFFW,Burnley,18,2004,23.3,,13,,,,,,,,,,,6,,,,Matches,35516eac
393,Odeluga Offiah,eng ENG,DF,Brighton,20,2002,1.4,,0,,,,,,,,,,,1,,,,Matches,65c3efa2
394,Chiedozie Ogbene,ie IRL,MF,Luton Town,26,1997,22.2,,9,,,,,,,,,,,7,,,,Matches,788c0277
395,Angelo Ogbonna,it ITA,DF,West Ham,35,1988,7.1,,5,,,,,,,,,,,3,,,,Matches,74b2cd7e
396,Michael Olakigbe,eng ENG,MF,Brentford,19,2004,0.7,,0,,,,,,,,,,,1,,,,Matches,cdd70dc0
397,Michael Olise,fr FRA,MFFW,Crystal Palace,21,2001,14.2,,10,,,,,,,,,,,9,,,,Matches,c4486bac
398,Robin Olsen,se SWE,GK,Aston Villa,33,1990,4.5,,0,,,,,,,,,,,0,,,,Matches,e7ee38c3
399,Andrew Omobamidele,ie IRL,DF,Nottingham,21,2002,8.7,,3,,,,,,,,,,,12,,,,Matches,c393a6c4
400,Amadou Onana,be BEL,MF,Everton,21,2001,23.2,,39,,,,,,,,,,,19,,,,Matches,828657ff
401,André Onana,cm CMR,GK,Manchester Utd,27,1996,38.0,,0,,,,,,,,,,,0,,,,Matches,e9c0c1b2
402,Ryan One,sct SCO,MF,Sheffield United,17,2006,0.1,,0,,,,,,,,,,,0,,,,Matches,d4aa4582
403,Tyler Onyango,eng ENG,MF,Everton,20,2003,0.0,,0,,,,,,,,,,,0,,,,Matches,d86a1f3e
404,Fred Onyedinma,eng ENG,MF,Luton Town,26,1996,4.5,,5,,,,,,,,,,,1,,,,Matches,387d06b2
405,Frank Onyeka,ng NGA,MF,Brentford,25,1998,12.9,,20,,,,,,,,,,,23,,,,Matches,2944f86f
406,Divock Origi,be BEL,MFFW,Nottingham,28,1995,6.7,,4,,,,,,,,,,,2,,,,Matches,43a166b4
407,Stefan Ortega,de GER,GK,Manchester City,30,1992,7.1,,0,,,,,,,,,,,0,,,,Matches,c1242d4e
408,Ben Osborn,eng ENG,MF,Sheffield United,28,1994,15.2,,8,,,,,,,,,,,8,,,,Matches,79bc4c45
409,Gabriel Osho,ng NGA,DF,Luton Town,24,1998,20.5,,23,,,,,,,,,,,28,,,,Matches,cd889153
410,William Osula,dk DEN,FW,Sheffield United,19,2003,8.7,,2,,,,,,,,,,,2,,,,Matches,7b355808
411,Dango Ouattara,bf BFA,DFMF,Bournemouth,21,2002,13.7,,26,,,,,,,,,,,21,,,,Matches,2f9e4435
412,David Ozoh,eng ENG,MF,Crystal Palace,18,2005,1.7,,6,,,,,,,,,,,0,,,,Matches,d00d45ab
413,João Palhinha,pt POR,MF,Fulham,28,1995,30.0,,77,,,,,,,,,,,48,,,,Matches,a78ff07f
414,Cole Palmer,eng ENG,FWMF,Manchester City,21,2002,0.1,,0,,,,,,,,,,,0,,,,Matches,dc7f8a28
415,Cole Palmer,eng ENG,MFFW,Chelsea,21,2002,29.0,,12,,,,,,,,,,,19,,,,Matches,dc7f8a28
416,Emerson Palmieri,it ITA,DF,West Ham,28,1994,34.9,,67,,,,,,,,,,,40,,,,Matches,e0bc6fdc
417,Lucas Paquetá,br BRA,MF,West Ham,25,1997,29.1,,46,,,,,,,,,,,22,,,,Matches,9b6f7fd5
418,Ben Parkinson,eng ENG,FW,Newcastle,18,2005,0.3,,0,,,,,,,,,,,0,,,,Matches,32163807
419,Thomas Partey,gh GHA,MFDF,Arsenal,30,1993,8.8,,11,,,,,,,,,,,10,,,,Matches,529f49ab
420,Nathan Patterson,sct SCO,DF,Everton,21,2001,11.2,,25,,,,,,,,,,,11,,,,Matches,230f0471
421,Myles Peart-Harris,eng ENG,MF,Brentford,20,2002,0.1,,0,,,,,,,,,,,0,,,,Matches,ea1a5662
422,Sydie Peck,eng ENG,MF,Sheffield United,18,2004,0.1,,0,,,,,,,,,,,0,,,,Matches,767d9605
423,Facundo Pellistri,uy URU,MF,Manchester Utd,21,2001,1.9,,2,,,,,,,,,,,1,,,,Matches,ac7e7b1c
424,Andreas Pereira,br BRA,MF,Fulham,27,1996,29.0,,13,,,,,,,,,,,4,,,,Matches,6639e500
425,Ivan Perišić,hr CRO,FWMF,Tottenham,34,1989,1.1,,2,,,,,,,,,,,2,,,,Matches,6fe90922
426,Đorđe Petrović,rs SRB,GK,Chelsea,23,1999,22.1,,0,,,,,,,,,,,0,,,,Matches,0cf321c8
427,Kalvin Phillips,eng ENG,MF,West Ham,27,1995,3.4,,5,,,,,,,,,,,3,,,,Matches,4f565d77
428,Kalvin Phillips,eng ENG,DFMF,Manchester City,27,1995,1.0,,3,,,,,,,,,,,2,,,,Matches,4f565d77
429,Jaden Philogene Bidace,eng ENG,FWMF,Aston Villa,21,2002,0.0,,0,,,,,,,,,,,0,,,,Matches,19f4d211
430,Jordan Pickford,eng ENG,GK,Everton,29,1994,38.0,,0,,,,,,,,,,,0,,,,Matches,4806ec67
431,Ethan Pinnock,jm JAM,DF,Brentford,30,1993,28.0,,23,,,,,,,,,,,43,,,,Matches,e541326e
432,Nick Pope,eng ENG,GK,Newcastle,31,1992,14.9,,0,,,,,,,,,,,0,,,,Matches,4b40d9ca
433,Pedro Porro,es ESP,DF,Tottenham,23,1999,34.3,,65,,,,,,,,,,,33,,,,Matches,27d0a506
434,Jarell Quansah,eng ENG,DF,Liverpool,20,2003,13.2,,22,,,,,,,,,,,16,,,,Matches,4125cb98
