,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
436,Samir Santos,br BRA,DF,Watford,26,1994,18.6,,10,,,,,,,,,,,40,,,,Matches,92b4758e
437,Josh Sargent,us USA,FWMF,Norwich City,21,2000,17.5,,17,,,,,,,,,,,10,,,,Matches,a8d4428b
438,Jeremy Sarmiento,ec ECU,MF,Brighton,19,2002,0.5,,1,,,,,,,,,,,0,,,,Matches,ac0d576d
439,Ismaila Sarr,sn SEN,MFFW,Watford,23,1998,20.7,,7,,,,,,,,,,,9,,,,Matches,bfdb33aa
440,Malang Sarr,fr FRA,DF,Chelsea,22,1999,6.1,,7,,,,,,,,,,,11,,,,Matches,4315f30d
441,Dane Scarlett,eng ENG,FW,Tottenham,17,2004,0.0,,0,,,,,,,,,,,0,,,,Matches,21945a9e
442,Fabian Schär,ch SUI,DF,Newcastle,29,1991,24.0,,11,,,,,,,,,,,36,,,,Matches,c8aa95da
443,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,28,1992,20.6,,25,,,,,,,,,,,18,,,,Matches,3312f911
444,Kasper Schmeichel,dk DEN,GK,Leicester City,34,1986,37.0,,0,,,,,,,,,,,1,,,,Matches,53af52f3
445,Ken Sema,se SWE,MFFW,Watford,27,1993,9.5,,6,,,,,,,,,,,6,,,,Matches,1770bd68
446,Nélson Semedo,pt POR,MF,Wolves,27,1993,23.7,,40,,,,,,,,,,,20,,,,Matches,d04b94db
447,Ryan Sessegnon,eng ENG,MF,Tottenham,21,2000,11.6,,21,,,,,,,,,,,7,,,,Matches,6aa3e78b
448,Jamie Shackleton,eng ENG,DFMF,Leeds United,21,1999,7.9,,17,,,,,,,,,,,7,,,,Matches,8d03ca5a
449,Luke Shaw,eng ENG,DFMF,Manchester Utd,26,1995,17.8,,12,,,,,,,,,,,9,,,,Matches,9c94165b
450,Jonjo Shelvey,eng ENG,MF,Newcastle,29,1992,22.0,,20,,,,,,,,,,,25,,,,Matches,3727dd3c
451,Shola Shoretire,eng ENG,FWMF,Manchester Utd,17,2004,0.2,,0,,,,,,,,,,,0,,,,Matches,00f0482f
452,Francisco Sierralta,cl CHI,DF,Watford,24,1997,4.7,,3,,,,,,,,,,,6,,,,Matches,0f933743
453,Bernardo Silva,pt POR,MFFW,Manchester City,26,1994,31.7,,31,,,,,,,,,,,18,,,,Matches,3eb22ec9
454,Fábio Silva,pt POR,FW,Wolves,19,2002,6.4,,2,,,,,,,,,,,1,,,,Matches,e7aa9d7c
455,Thiago Silva,br BRA,DF,Chelsea,36,1984,29.4,,21,,,,,,,,,,,43,,,,Matches,86e7deaf
456,Ellis Simms,eng ENG,FW,Everton,20,2001,0.7,,0,,,,,,,,,,,0,,,,Matches,26d3b5be
457,Moussa Sissoko,fr FRA,MF,Watford,31,1989,35.8,,27,,,,,,,,,,,34,,,,Matches,2acd49b9
458,Oliver Skipp,eng ENG,MF,Tottenham,20,2000,15.0,,21,,,,,,,,,,,13,,,,Matches,6250083a
459,William Smallbone,ie IRL,MFFW,Southampton,21,2000,1.5,,4,,,,,,,,,,,2,,,,Matches,5e105217
460,Emile Smith Rowe,eng ENG,MF,Arsenal,21,2000,21.3,,7,,,,,,,,,,,13,,,,Matches,17695062
461,Cédric Soares,pt POR,DF,Arsenal,29,1991,16.5,,28,,,,,,,,,,,15,,,,Matches,839c14e1
462,Tomáš Souček,cz CZE,MF,West Ham,26,1995,34.0,,31,,,,,,,,,,,51,,,,Matches,6613c819
463,Boubakary Soumaré,fr FRA,MF,Leicester City,22,1999,12.2,,13,,,,,,,,,,,11,,,,Matches,ae59b359
464,Çağlar Söyüncü,tr TUR,DF,Leicester City,25,1996,27.7,,31,,,,,,,,,,,33,,,,Matches,21166ff4
465,Tony Springett,ie IRL,MF,Norwich City,18,2002,1.6,,1,,,,,,,,,,,0,,,,Matches,35be8087
466,Jason Steele,eng ENG,GK,Brighton,30,1990,1.0,,0,,,,,,,,,,,0,,,,Matches,28300a16
467,Jed Steer,eng ENG,GK,Aston Villa,28,1992,1.0,,0,,,,,,,,,,,0,,,,Matches,a8a3d139
468,Zack Steffen,us USA,GK,Manchester City,26,1995,1.0,,0,,,,,,,,,,,0,,,,Matches,42130443
469,Dale Stephens,eng ENG,MF,Burnley,32,1989,1.4,,1,,,,,,,,,,,1,,,,Matches,653ee42d
470,Jack Stephens,eng ENG,DF,Southampton,27,1994,9.0,,12,,,,,,,,,,,19,,,,Matches,6adbc307
471,Raheem Sterling,eng ENG,FWMF,Manchester City,26,1994,23.6,,10,,,,,,,,,,,10,,,,Matches,b400bde0
472,Finley Stevens,wls WAL,DF,Brentford,18,2003,0.2,,1,,,,,,,,,,,0,,,,Matches,7e003182
473,John Stones,eng ENG,DF,Manchester City,27,1994,12.4,,3,,,,,,,,,,,13,,,,Matches,5eecec3d
474,Pascal Struijk,nl NED,DF,Leeds United,21,1999,22.8,,38,,,,,,,,,,,37,,,,Matches,f4d296e4
475,Crysencio Summerville,nl NED,FWMF,Leeds United,19,2001,1.4,,3,,,,,,,,,,,2,,,,Matches,df04eb4b
476,Jakob Sørensen,dk DEN,MFDF,Norwich City,23,1998,6.7,,11,,,,,,,,,,,10,,,,Matches,953c30b0
477,Japhet Tanganga,eng ENG,DFMF,Tottenham,22,1999,8.2,,9,,,,,,,,,,,9,,,,Matches,e9971f2d
478,Matt Targett,eng ENG,DFMF,Aston Villa,25,1995,15.9,,18,,,,,,,,,,,23,,,,Matches,e514ab62
479,Matt Targett,eng ENG,DF,Newcastle,25,1995,16.0,,29,,,,,,,,,,,23,,,,Matches,e514ab62
480,James Tarkowski,eng ENG,DF,Burnley,28,1992,34.5,,44,,,,,,,,,,,49,,,,Matches,15ea812b
481,Nuno Tavares,pt POR,DF,Arsenal,21,2000,13.1,,13,,,,,,,,,,,10,,,,Matches,a65c844b
482,Charlie Taylor,eng ENG,DF,Burnley,27,1993,30.3,,27,,,,,,,,,,,58,,,,Matches,cc2d7ad5
483,Nathan Tella,ng NGA,MFFW,Southampton,22,1999,8.9,,9,,,,,,,,,,,7,,,,Matches,f1e94cd6
484,Alex Telles,br BRA,DF,Manchester Utd,28,1992,18.4,,27,,,,,,,,,,,26,,,,Matches,e73c9bb2
485,Luke Thomas,eng ENG,DFMF,Leicester City,20,2001,21.2,,31,,,,,,,,,,,42,,,,Matches,fc027d02
486,Dominic Thompson,eng ENG,MF,Brentford,21,2000,1.6,,0,,,,,,,,,,,2,,,,Matches,235a62f8
487,Youri Tielemans,be BEL,MF,Leicester City,24,1997,29.2,,39,,,,,,,,,,,21,,,,Matches,56f7a928
488,Kieran Tierney,sct SCO,DF,Arsenal,24,1997,21.3,,14,,,,,,,,,,,16,,,,Matches,fce2302c
489,Takehiro Tomiyasu,jp JPN,DF,Arsenal,22,1998,18.7,,16,,,,,,,,,,,23,,,,Matches,b3af9be1
490,James Tomkins,eng ENG,DF,Crystal Palace,32,1989,6.1,,3,,,,,,,,,,,4,,,,Matches,e7ca0439
491,Ivan Toney,eng ENG,FW,Brentford,25,1996,32.3,,21,,,,,,,,,,,15,,,,Matches,e09f279b
492,Ferran Torres,es ESP,FW,Manchester City,21,2000,3.4,,2,,,,,,,,,,,0,,,,Matches,9e1035f8
493,Cenk Tosun,tr TUR,FWMF,Everton,30,1991,0.1,,0,,,,,,,,,,,0,,,,Matches,9a104dee
494,Andros Townsend,eng ENG,MF,Everton,30,1991,16.2,,15,,,,,,,,,,,14,,,,Matches,b28bbd58
495,Adama Traoré,es ESP,FWMF,Wolves,25,1996,11.9,,5,,,,,,,,,,,2,,,,Matches,9a28eba4
496,Bertrand Traoré,bf BFA,FW,Aston Villa,25,1995,2.4,,3,,,,,,,,,,,0,,,,Matches,c47541e0
497,Trézéguet,eg EGY,FWMF,Aston Villa,26,1994,0.1,,0,,,,,,,,,,,0,,,,Matches,3ae14ed1
498,Francisco Trincão,pt POR,FWMF,Wolves,21,1999,14.8,,14,,,,,,,,,,,10,,,,Matches,77e39b04
499,Kieran Trippier,eng ENG,DF,Newcastle,30,1990,4.8,,9,,,,,,,,,,,10,,,,Matches,21512407
500,William Troost-Ekong,ng NGA,DF,Watford,27,1993,15.4,,8,,,,,,,,,,,9,,,,Matches,7ed4921e
501,Leandro Trossard,be BEL,FWMF,Brighton,26,1994,31.2,,20,,,,,,,,,,,16,,,,Matches,38ceb24a
502,Kostas Tsimikas,gr GRE,DF,Liverpool,25,1996,9.7,,12,,,,,,,,,,,9,,,,Matches,f315ca93
503,Axel Tuanzebe,cd COD,DF,Aston Villa,23,1997,5.6,,3,,,,,,,,,,,5,,,,Matches,2baec6ce
504,Ozan Tufan,tr TUR,MF,Watford,26,1995,3.7,,2,,,,,,,,,,,2,,,,Matches,17d45fb2
505,Christos Tzolis,gr GRE,MFFW,Norwich City,19,2002,3.7,,3,,,,,,,,,,,1,,,,Matches,9f333379
506,Yan Valery,tn TUN,DF,Southampton,22,1999,4.1,,6,,,,,,,,,,,7,,,,Matches,531a4aa8
507,Virgil van Dijk,nl NED,DF,Liverpool,30,1991,34.0,,11,,,,,,,,,,,31,,,,Matches,e06683ca
508,Raphaël Varane,fr FRA,DF,Manchester Utd,28,1993,20.3,,20,,,,,,,,,,,17,,,,Matches,9f8e9423
509,Jamie Vardy,eng ENG,FW,Leicester City,34,1987,20.1,,5,,,,,,,,,,,1,,,,Matches,45963054
510,Joël Veltman,nl NED,DFMF,Brighton,29,1992,31.9,,49,,,,,,,,,,,41,,,,Matches,dad4b285
511,Jannik Vestergaard,dk DEN,DF,Leicester City,28,1992,6.3,,9,,,,,,,,,,,8,,,,Matches,1900032e
512,Nikola Vlašić,hr CRO,MF,West Ham,23,1997,6.2,,5,,,,,,,,,,,2,,,,Matches,aa8e289e
513,Matěj Vydra,cz CZE,FW,Burnley,29,1992,7.5,,6,,,,,,,,,,,0,,,,Matches,0d4ceb32
514,Theo Walcott,eng ENG,MF,Southampton,32,1989,4.2,,2,,,,,,,,,,,6,,,,Matches,1ecb65be
515,Kyle Walker,eng ENG,DF,Manchester City,31,1990,19.5,,6,,,,,,,,,,,13,,,,Matches,86dd77d1
516,Kyle Walker-Peters,eng ENG,DF,Southampton,24,1997,29.3,,39,,,,,,,,,,,37,,,,Matches,984a5a64
517,Aaron Wan-Bissaka,cd COD,DFMF,Manchester Utd,23,1997,19.9,,36,,,,,,,,,,,34,,,,Matches,9e525177
518,Danny Ward,wls WAL,GK,Leicester City,28,1993,1.0,,0,,,,,,,,,,,0,,,,Matches,d3ce0e89
519,Joel Ward,eng ENG,DF,Crystal Palace,31,1989,27.6,,27,,,,,,,,,,,30,,,,Matches,8a7ff278
520,James Ward-Prowse,eng ENG,MF,Southampton,26,1994,35.7,,25,,,,,,,,,,,39,,,,Matches,3515d404
521,Ollie Watkins,eng ENG,FW,Aston Villa,25,1995,32.8,,13,,,,,,,,,,,12,,,,Matches,aed3a70f
522,Adam Webster,eng ENG,DF,Brighton,26,1995,15.9,,8,,,,,,,,,,,16,,,,Matches,c40b6180
523,Wout Weghorst,nl NED,FW,Burnley,28,1992,16.1,,8,,,,,,,,,,,6,,,,Matches,c4e87b8b
524,Danny Welbeck,eng ENG,FWMF,Brighton,30,1990,16.4,,6,,,,,,,,,,,4,,,,Matches,ce5143da
525,Timo Werner,de GER,FWMF,Chelsea,25,1996,14.3,,4,,,,,,,,,,,1,,,,Matches,49fe9070
526,Ashley Westwood,eng ENG,MF,Burnley,31,1990,25.4,,11,,,,,,,,,,,31,,,,Matches,495945ef
527,Ben White,eng ENG,DF,Arsenal,23,1997,32.0,,21,,,,,,,,,,,44,,,,Matches,35e413f1
528,Brandon Williams,eng ENG,DF,Norwich City,20,2000,23.6,,36,,,,,,,,,,,40,,,,Matches,5e74d6c8
529,Neco Williams,wls WAL,DFMF,Liverpool,20,2001,0.1,,0,,,,,,,,,,,0,,,,Matches,dd323728
530,Joe Willock,eng ENG,MF,Newcastle,21,1999,22.6,,37,,,,,,,,,,,19,,,,Matches,a3b03921
531,Callum Wilson,eng ENG,FW,Newcastle,29,1992,15.4,,8,,,,,,,,,,,1,,,,Matches,c596fcb0
532,Harry Winks,eng ENG,MF,Tottenham,25,1996,10.1,,10,,,,,,,,,,,13,,,,Matches,2f7acede
533,Yoane Wissa,cd COD,FW,Brentford,24,1996,14.3,,6,,,,,,,,,,,8,,,,Matches,2500cef9
534,Chris Wood,nz NZL,FW,Burnley,29,1991,15.2,,4,,,,,,,,,,,0,,,,Matches,4e9a0555
535,Chris Wood,nz NZL,FW,Newcastle,29,1991,14.7,,0,,,,,,,,,,,2,,,,Matches,4e9a0555
536,Freddie Woodman,eng ENG,GK,Newcastle,24,1997,4.0,,0,,,,,,,,,,,0,,,,Matches,19e50035
537,Granit Xhaka,ch SUI,MF,Arsenal,28,1992,25.9,,18,,,,,,,,,,,21,,,,Matches,e61b8aee
538,Andriy Yarmolenko,ua UKR,MF,West Ham,31,1989,3.5,,2,,,,,,,,,,,0,,,,Matches,849c826a
539,Ashley Young,eng ENG,DFFW,Aston Villa,36,1985,13.9,,6,,,,,,,,,,,13,,,,Matches,be927d03
540,Nathan Young-Coombes,eng ENG,FW,Brentford,18,2003,0.0,,0,,,,,,,,,,,0,,,,Matches,f9682888
541,Wilfried Zaha,ci CIV,FWMF,Crystal Palace,28,1992,30.7,,21,,,,,,,,,,,5,,,,Matches,b2bc3b1f
542,Christoph Zimmermann,de GER,DF,Norwich City,28,1993,1.7,,3,,,,,,,,,,,1,,,,Matches,2d5f03bf
543,Oleksandr Zinchenko,ua UKR,DF,Manchester City,24,1996,11.6,,13,,,,,,,,,,,15,,,,Matches,51cf8561
544,Hakim Ziyech,ma MAR,MFFW,Chelsea,28,1993,14.7,,13,,,,,,,,,,,12,,,,Matches,6622454d
545,Kurt Zouma,fr FRA,DF,West Ham,26,1994,23.1,,6,,,,,,,,,,,30,,,,Matches,ce4246f5
546,Martin Ødegaard,no NOR,MF,Arsenal,22,1998,30.9,,19,,,,,,,,,,,10,,,,Matches,79300479
